cycle,pc,alu,valu,load,store,flow
513,7177,12,6,2,2,1
514,10575,12,6,2,0,1
515,10576,12,6,2,0,1
516,10577,12,6,2,0,1
517,10578,12,6,2,0,1
518,10579,12,6,2,0,1
519,10580,12,6,2,0,1
520,10581,12,6,2,0,1
521,10582,12,6,2,0,1
522,10583,12,6,2,0,1
523,10584,12,6,2,0,1
524,10585,12,6,2,0,1
525,10586,12,6,2,0,1
526,10587,12,6,2,0,1
527,10588,12,6,2,0,1
528,10589,12,6,2,0,1
529,10590,12,6,2,0,1
530,10591,12,6,2,0,1
531,10592,12,6,2,0,1
532,10593,12,6,2,0,1
533,10594,12,6,2,0,1
534,10595,12,6,2,0,1
535,10596,12,6,2,0,1
536,10597,12,6,2,0,1
537,10598,12,6,2,0,1
538,10599,12,6,2,0,1
539,10600,12,6,2,0,1
540,10601,12,6,2,0,1
541,10602,12,6,2,0,1
542,10603,12,6,2,0,1
543,10604,12,6,2,0,1
544,10605,12,6,2,0,1
545,10606,12,6,2,0,1
546,10607,12,6,2,0,1
547,10608,12,6,2,0,1
548,10609,12,6,2,0,1
549,10610,12,6,2,0,1
550,10611,12,6,2,0,1
551,10612,12,6,2,0,1
552,10613,12,6,2,0,1
553,1045,12,6,2,2,1
554,1051,12,6,2,2,1
555,1060,12,6,2,2,1
556,1063,12,6,2,2,1
557,1077,12,6,2,2,1
558,1079,12,6,2,2,1
559,1088,12,6,2,2,1
560,1094,12,6,2,2,1
561,10614,12,6,2,0,1
562,10615,12,6,2,0,1
563,10616,12,6,2,0,1
564,10617,12,6,2,0,1
565,10618,12,6,2,0,1
566,10619,12,6,2,0,1
567,1103,12,6,2,2,1
568,1117,12,6,2,2,1
569,1124,12,6,2,2,1
570,1131,12,6,2,2,1
571,1135,12,6,2,2,1
572,1144,12,6,2,2,1
573,1154,12,6,2,2,1
574,1158,12,6,2,2,1
575,10620,12,6,2,0,1
576,10621,12,6,2,0,1
577,10622,12,6,2,0,1
578,10623,12,6,2,0,1
579,10624,12,6,2,0,1
580,10625,12,6,2,0,1
581,10626,12,6,2,0,1
582,10627,12,6,2,0,1
583,10628,12,6,2,0,1
584,10629,12,6,2,0,1
585,10630,12,6,2,0,1
586,10631,12,6,2,0,1
587,10632,12,6,2,0,1
588,1236,12,6,2,2,1
589,1243,12,6,2,2,1
590,1249,12,6,2,2,1
591,1261,12,6,2,2,1
592,1269,12,6,2,2,1
593,1274,12,6,2,2,1
594,1283,12,6,2,2,1
595,1288,12,6,2,2,1
596,10633,12,6,2,0,1
597,10634,12,6,2,0,1
598,10635,12,6,2,0,1
599,10636,12,6,2,0,1
600,10637,12,6,2,0,1
601,10638,12,6,2,0,1
602,10639,12,6,2,0,1
603,10640,12,6,2,0,1
604,10641,12,6,2,0,1
605,10642,12,6,2,0,1
606,10643,12,6,2,0,1
607,10644,12,6,2,0,1
608,10645,12,6,2,0,1
609,981,12,6,2,2,1
610,988,12,6,2,2,1
611,991,12,6,2,2,1
612,1001,12,6,2,2,1
613,1011,12,6,2,2,1
614,1015,12,6,2,2,1
615,1026,12,6,2,2,1
616,1036,12,6,2,2,1
617,10646,12,6,2,0,1
618,10647,12,6,2,0,1
619,10648,12,6,2,0,1
620,1173,12,6,2,2,1
621,1179,12,6,2,2,1
622,1189,12,6,2,2,1
623,1193,12,6,2,2,1
624,1203,12,6,2,2,1
625,1209,12,6,2,2,1
626,1215,12,6,2,2,1
627,1224,12,6,2,2,1
628,10649,12,6,2,0,1
629,10650,12,6,2,0,1
630,10651,12,6,2,0,1
631,10652,12,6,2,0,1
632,10653,12,6,2,0,1
633,7747,12,6,2,2,1
634,7808,12,6,2,2,1
635,7823,12,6,2,2,1
636,7895,12,6,2,2,1
637,7957,12,6,2,2,1
638,8044,12,6,2,2,1
639,8126,12,6,2,2,1
640,8181,12,6,2,2,1
641,10654,12,6,2,0,1
642,10655,12,6,2,0,1
643,10656,12,6,2,0,1
644,10657,12,6,2,0,1
645,10658,12,6,2,0,1
646,7200,12,6,2,2,1
647,7262,12,6,2,2,1
648,7352,12,6,2,2,1
649,7377,12,6,2,2,1
650,7452,12,6,2,2,1
651,7564,12,6,2,2,1
652,7595,12,6,2,2,1
653,7675,12,6,2,2,1
654,10659,12,6,2,0,1
655,10660,12,6,2,0,1
656,1359,12,6,2,2,1
657,1367,12,6,2,2,1
658,1379,12,6,2,2,1
659,1384,12,6,2,2,1
660,1397,12,6,2,2,1
661,1402,12,6,2,2,1
662,1410,12,6,2,2,1
663,1417,12,6,2,2,1
664,10661,12,6,2,0,1
665,8247,12,6,2,2,1
666,8288,12,6,2,2,1
667,8363,12,6,2,2,1
668,8450,12,6,2,2,1
669,8508,12,6,2,2,1
670,8577,12,6,2,2,1
671,8602,12,6,2,2,1
672,8669,12,6,2,2,1
673,10662,12,6,2,0,1
674,10663,12,6,2,0,1
675,10664,12,6,2,0,1
676,10665,12,6,2,0,1
677,10666,12,6,2,0,1
678,10667,12,6,2,0,1
679,10668,12,6,2,0,1
680,10669,12,6,2,0,1
681,10670,12,6,2,0,1
682,10671,12,6,2,0,1
683,10672,12,6,2,0,1
684,10673,12,6,2,0,1
685,10674,12,6,2,0,1
686,10675,12,6,2,0,1
687,10676,12,6,2,0,1
688,10677,12,6,2,0,1
689,10678,12,6,2,0,1
690,10679,12,6,2,0,1
691,10680,12,6,2,0,1
692,10681,12,6,2,0,1
693,10682,12,6,2,0,1
694,10683,12,6,2,0,1
695,10684,12,6,2,0,1
696,10685,12,6,2,0,1
697,10686,12,6,2,0,1
698,1300,12,6,2,2,1
699,1305,12,6,2,2,1
700,1311,12,6,2,2,1
701,1318,12,6,2,2,1
702,1328,12,6,2,2,1
703,1340,12,6,2,2,1
704,1343,12,6,2,2,1
705,1351,12,6,2,2,1
706,10687,12,6,2,0,1
707,1423,12,6,2,2,1
708,1435,12,6,2,2,1
709,1438,12,6,2,2,1
710,1451,12,6,2,2,1
711,1456,12,6,2,2,1
712,1467,12,6,2,2,1
713,1475,12,6,2,2,1
714,1478,12,6,2,2,1
715,10688,12,6,2,0,1
716,10689,12,6,2,0,1
717,10690,12,6,2,0,1
718,10691,12,6,2,0,1
719,10692,12,6,2,0,1
720,1489,12,6,2,2,1
721,1494,12,6,2,2,1
722,1509,12,6,2,2,1
723,1516,12,6,2,2,1
724,1524,12,6,2,2,1
725,1529,12,6,2,2,1
726,1538,12,6,2,2,1
727,1547,12,6,2,2,1
728,10693,12,6,2,0,1
729,10694,12,6,2,0,0
730,10695,12,6,2,0,1
731,10696,12,6,2,0,1
732,8743,12,6,2,2,1
733,8802,12,6,2,2,1
734,8881,12,6,2,2,1
735,8964,12,6,2,2,1
736,9020,12,6,2,2,1
737,9053,12,6,2,2,1
738,9161,12,6,2,2,1
739,9179,12,6,2,2,1
740,10697,12,6,2,0,1
741,10698,12,6,2,0,1
742,1557,12,6,2,2,1
743,1565,12,6,2,2,1
744,1568,12,6,2,2,1
745,1577,12,6,2,2,1
746,1584,12,6,2,2,1
747,1591,12,6,2,2,1
748,1603,12,6,2,2,1
749,1613,12,6,2,2,1
750,10699,12,6,2,0,1
751,10700,12,6,2,0,0
752,10701,12,6,2,0,0
753,10702,12,6,2,0,0
754,10703,12,6,2,0,1
755,10704,12,6,2,0,0
756,10705,12,6,2,0,1
757,10706,12,6,2,0,1
758,10707,12,6,2,0,1
759,10708,12,6,2,0,1
760,10709,12,6,2,0,1
761,10710,12,6,2,0,1
762,10711,12,6,2,0,1
763,10712,12,6,2,0,1
764,10713,12,6,2,0,1
765,10714,12,6,2,0,1
766,10715,12,6,2,0,1
767,10716,12,6,2,0,1
768,10717,12,6,2,0,1
769,10718,12,6,2,0,1
770,10719,12,6,2,0,1
771,10720,12,6,2,0,1
772,10721,12,6,2,0,1
773,10722,12,6,2,0,1
774,10723,12,6,2,0,1
775,10724,12,6,2,0,1
776,10725,12,6,2,0,1
777,1620,12,6,2,2,1
778,1629,12,6,2,2,1
779,1637,12,6,2,2,1
780,1642,12,6,2,2,1
781,1653,12,6,2,2,1
782,1656,12,6,2,2,1
783,1666,12,6,2,2,1
784,1677,12,6,2,2,1
785,10726,12,6,2,0,1
786,10727,12,6,2,0,1
787,10728,12,6,2,0,1
788,10729,12,6,2,0,1
789,10730,12,6,2,0,1
790,10731,12,6,2,0,1
791,10732,12,6,2,0,1
792,10733,12,6,2,0,1
793,10734,12,6,2,0,1
794,9276,12,6,2,2,1
795,9344,12,6,2,2,1
796,9373,12,6,2,2,1
797,9430,12,6,2,2,1
798,9543,12,6,2,2,1
799,9575,12,6,2,2,1
800,9644,12,6,2,2,1
801,9699,12,6,2,2,1
802,10735,12,6,2,0,1
803,10736,12,6,2,0,1
804,10737,12,6,2,0,1
805,10738,12,6,2,0,1
806,2318,12,6,2,2,1
807,2330,12,6,2,2,1
808,2337,12,6,2,2,1
809,2344,12,6,2,2,1
810,2353,12,6,2,2,1
811,2358,12,6,2,2,1
812,2370,12,6,2,2,1
813,2380,12,6,2,2,1
814,10739,12,6,2,0,1
815,10740,12,6,2,0,1
816,10741,12,6,2,0,1
817,10742,12,6,2,0,1
818,10743,12,6,2,0,1
819,10744,12,6,2,0,1
820,10745,12,6,2,0,1
821,10746,12,6,2,0,1
822,10747,12,6,2,0,1
823,2384,12,6,2,2,1
824,2394,12,6,2,2,1
825,2404,12,6,2,2,1
826,2407,12,6,2,2,1
827,2420,12,6,0,2,1
828,2425,12,6,2,2,1
829,2436,12,6,2,2,1
830,2440,12,6,2,2,1
831,10748,12,6,2,0,1
832,10749,12,6,0,0,1
833,10750,12,6,2,0,1
834,9801,12,6,2,2,1
835,9842,12,6,2,2,1
836,9923,12,6,2,2,1
837,9983,12,6,2,2,1
838,10046,12,6,0,2,1
839,10116,12,6,0,2,1
840,10161,12,6,0,2,1
841,10232,12,6,0,2,1
842,10751,12,6,0,0,1
843,10752,12,6,0,0,1
844,10753,12,6,0,0,1
845,10754,12,6,0,0,1
846,10755,12,6,0,0,1
847,10756,12,6,0,0,1
848,10757,12,6,1,2,1
849,10758,12,6,2,2,1
850,10759,12,6,0,2,1
851,10760,12,6,0,2,1
852,10761,12,6,2,2,1
853,10762,12,6,2,2,1
854,10763,12,6,2,2,1
855,10764,12,6,2,2,1
856,10765,12,6,2,2,1
857,10766,12,6,2,2,1
858,10767,12,6,2,2,1
859,10768,12,6,2,2,1
860,10769,12,6,2,2,1
861,10770,12,6,2,2,1
862,10771,12,6,2,2,1
863,10772,12,6,2,2,1
864,10773,12,6,2,2,1
865,10774,12,6,2,2,1
866,10775,12,6,2,2,1
867,10776,12,6,2,2,1
868,10777,12,6,2,2,1
869,10778,12,6,2,2,1
870,10779,12,6,2,2,1
871,10780,12,6,2,2,1
872,2446,12,6,2,2,1
873,2455,12,6,2,2,1
874,2469,12,6,2,2,1
875,2470,12,6,2,2,1
876,2485,12,6,2,2,1
877,2490,12,6,2,2,1
878,2494,12,6,2,2,1
879,2502,12,6,2,2,1
880,10781,12,6,2,2,1
881,10782,12,6,2,2,1
882,10783,12,6,2,2,1
883,10784,12,6,2,2,1
884,10785,12,6,2,2,1
885,10786,12,6,2,2,1
886,2517,12,6,2,2,1
887,2522,12,6,2,2,1
888,2528,12,6,2,2,1
889,2537,12,6,2,2,1
890,2545,12,6,2,2,1
891,2550,12,6,2,2,1
892,2560,12,6,2,2,1
893,2572,12,6,2,2,1
894,10787,12,6,2,2,1
895,10788,12,6,2,2,0
896,10789,12,6,2,2,1
897,10790,12,6,2,2,1
898,10791,12,6,2,2,0
899,10792,12,6,2,2,1
900,10793,12,6,2,2,0
901,10794,12,6,2,2,0
902,10795,12,6,2,2,0
903,10796,12,6,2,2,1
904,10797,12,6,0,2,0
905,10798,12,6,0,2,0
906,10799,12,6,0,2,0
907,10800,12,6,0,2,0
908,10801,12,6,0,2,0
909,10802,12,3,0,2,0
910,10803,12,4,0,2,0
911,10804,8,5,0,2,0
912,10805,8,1,0,2,0
913,10806,0,0,0,2,0
