cycle,pc,alu,valu,load,store,flow
73,10033,12,6,2,2,1
74,10034,12,6,2,2,1
75,10035,12,6,2,2,1
76,10036,12,6,2,2,1
77,10037,12,6,2,2,1
78,10038,12,6,2,2,1
79,10039,12,6,2,2,1
80,10040,12,6,2,2,1
81,10041,12,6,2,2,1
82,10042,12,6,2,2,1
83,10043,12,6,2,2,1
84,20,12,6,2,2,1
85,26,12,6,2,2,1
86,35,12,6,2,2,1
87,45,12,6,2,2,1
88,51,12,6,2,2,1
89,61,12,6,2,2,1
90,68,12,6,2,2,1
91,70,12,6,2,2,1
92,10044,12,6,2,2,1
93,10045,12,6,2,2,1
94,10046,12,6,2,2,1
95,10047,12,6,2,2,1
96,207,12,6,2,2,1
97,214,12,6,2,2,1
98,222,12,6,2,2,1
99,235,12,6,2,2,1
100,243,12,6,2,2,1
101,247,12,6,2,2,1
102,256,12,6,2,2,1
103,264,12,6,2,2,1
104,10048,12,6,2,2,1
105,10049,12,6,2,2,1
106,10050,12,6,2,2,1
107,10051,12,6,2,2,1
108,10052,12,6,2,2,1
109,10053,12,6,2,0,1
110,10054,12,6,2,2,1
111,10055,12,6,2,2,1
112,10056,12,6,2,2,1
113,10057,12,6,2,2,1
114,10058,12,6,2,2,1
115,10059,12,6,2,2,1
116,82,12,6,2,2,1
117,88,12,6,2,2,1
118,96,12,6,2,2,1
119,109,12,6,2,2,1
120,116,12,6,2,2,1
121,119,12,6,2,2,1
122,129,12,6,2,2,1
123,141,12,6,2,2,1
124,10060,12,6,2,2,1
125,10061,12,6,2,2,1
126,10062,12,6,2,0,1
127,10063,12,6,2,0,1
128,10064,12,6,2,0,1
129,10065,12,6,2,0,1
130,10066,12,6,2,0,1
131,10067,12,6,2,0,1
132,3856,12,6,2,2,1
133,3968,12,6,2,2,1
134,4029,12,6,2,2,1
135,4083,12,6,2,2,1
136,4147,12,6,2,2,1
137,4195,12,6,2,2,1
138,4282,12,6,2,2,1
139,4312,12,6,2,2,1
140,10068,12,6,2,0,1
141,10069,12,6,2,2,1
142,10070,12,6,2,2,1
143,10071,12,6,2,2,1
144,10072,12,5,2,2,1
145,4371,12,6,2,2,1
146,4460,12,6,2,2,1
147,4508,12,6,2,2,1
148,4592,12,6,2,2,1
149,4647,12,6,2,2,1
150,4727,12,6,2,2,1
151,4748,12,6,2,2,1
152,4807,12,6,2,2,1
153,10073,12,6,2,0,1
154,10074,12,6,2,2,1
155,10075,12,6,2,2,1
156,10076,12,6,2,2,1
157,10077,12,6,2,2,1
158,10078,12,6,2,0,1
159,10079,12,6,2,0,1
160,10080,12,6,2,0,1
161,10081,12,6,2,0,1
162,10082,12,6,2,0,1
163,10083,12,6,2,0,1
164,10084,12,6,2,0,1
165,10085,12,6,2,0,1
166,10086,12,6,2,0,1
167,10087,12,6,2,0,1
168,10088,12,6,2,0,1
169,10089,12,6,2,0,1
170,10090,12,6,2,0,1
171,2439,12,6,2,2,1
172,2440,12,6,2,2,1
173,2697,12,6,2,2,1
174,2378,12,6,2,2,1
175,2315,12,6,2,2,1
176,2764,12,6,2,2,1
177,2317,12,6,2,2,1
178,2318,12,6,2,2,1
179,10091,12,6,2,0,1
180,2319,12,6,2,2,1
181,2384,12,6,2,2,1
182,2385,12,6,2,2,1
183,2706,12,6,2,2,1
184,2707,12,6,2,2,1
185,2644,12,6,2,2,1
186,2581,12,6,2,2,1
187,2582,12,6,2,2,1
188,10092,12,6,2,0,1
189,10093,12,6,2,0,1
190,10094,12,6,2,0,1
191,10095,12,6,2,0,1
192,2519,12,6,2,2,1
193,2776,12,6,2,2,1
194,2329,12,6,2,2,1
195,2650,12,6,2,2,1
196,2715,12,6,2,2,1
197,2524,12,6,2,2,1
198,2589,12,6,2,2,1
199,2590,12,6,2,2,1
200,10096,12,6,2,0,1
201,10097,12,6,2,0,1
202,10098,12,6,2,0,1
203,10099,12,6,2,0,1
204,10100,12,6,2,0,1
205,10101,12,6,2,0,1
206,10102,12,6,2,0,1
207,10103,12,6,2,0,1
208,10104,12,6,2,0,1
209,10105,12,6,2,0,1
210,10106,12,6,2,0,1
211,10107,12,6,2,0,1
212,10108,12,6,2,0,1
213,10109,12,6,2,0,1
214,10110,12,6,2,0,1
215,10111,12,6,2,0,1
216,10112,12,6,2,0,1
217,10113,12,6,2,0,1
218,10114,12,6,2,0,1
219,10115,12,6,2,0,1
220,10116,12,6,2,0,1
221,10117,12,6,2,0,1
222,10118,12,6,2,0,1
223,10119,12,6,2,0,1
224,10120,12,6,2,0,1
225,10121,12,6,2,0,1
226,10122,12,6,2,0,1
227,10123,12,6,2,0,1
228,10124,12,6,2,0,1
229,10125,12,6,2,0,1
230,2655,12,6,2,2,1
231,2656,12,6,2,2,1
232,2465,12,6,2,2,1
233,2402,12,6,2,2,1
234,2595,12,6,2,2,1
235,2532,12,6,2,2,1
236,2661,12,6,2,2,1
237,2470,12,6,2,2,1
238,10126,12,6,2,0,1
239,10127,12,6,2,0,1
240,10128,12,6,2,0,1
241,10129,12,6,2,0,1
242,10130,12,6,2,0,1
243,10131,12,6,2,0,1
244,10132,12,6,2,0,1
245,10133,12,6,2,0,1
246,10134,12,6,2,0,1
247,10135,12,6,2,0,1
248,10136,12,6,2,0,1
249,4908,12,6,2,2,1
250,4975,12,6,2,2,1
251,5035,12,6,2,2,1
252,5115,12,6,2,2,1
253,5185,12,6,2,2,1
254,5194,12,6,2,2,1
255,5266,12,6,2,2,1
256,5327,12,6,2,2,1
257,10137,12,6,2,0,1
258,10138,12,6,2,0,1
259,274,12,6,2,2,1
260,281,12,6,2,2,1
261,292,12,6,2,2,1
262,299,12,6,2,2,1
263,304,12,6,2,2,1
264,316,12,6,2,2,1
265,321,12,6,2,2,1
266,327,12,6,2,2,1
267,10139,12,6,2,0,1
268,10140,12,6,2,0,1
269,10141,12,6,2,0,1
270,10142,12,6,2,0,1
271,10143,12,6,2,0,1
272,10144,12,6,2,0,1
273,10145,12,6,2,0,1
274,10146,12,6,2,0,1
275,10147,12,6,2,0,1
276,10148,12,6,2,0,1
277,10149,12,6,2,0,1
278,10150,12,6,2,0,1
279,10151,12,6,2,0,1
280,10152,12,6,2,0,1
281,10153,12,6,2,0,1
282,10154,12,6,2,0,1
283,10155,12,6,2,0,1
284,10156,12,6,2,0,1
285,10157,12,6,2,0,1
286,10158,12,6,2,0,1
287,10159,12,6,2,0,1
288,10160,12,6,2,0,1
289,10161,12,6,2,0,1
290,10162,12,6,2,0,1
291,10163,12,6,2,0,1
292,336,12,6,2,2,1
293,343,12,6,2,2,1
294,357,12,6,2,2,1
295,358,12,6,2,2,1
296,373,12,6,2,2,1
297,376,12,6,2,2,1
298,389,12,6,2,2,1
299,394,12,6,2,2,1
300,10164,12,6,2,0,1
301,10165,12,6,2,0,1
302,10166,12,6,2,0,1
303,10167,12,6,2,0,1
304,5421,12,6,2,2,1
305,5480,12,6,2,2,1
306,5548,12,6,2,2,1
307,5632,12,6,2,2,1
308,5686,12,6,2,2,1
309,5716,12,6,2,2,1
310,5796,12,6,2,2,1
311,5831,12,6,2,2,1
312,10168,12,6,2,0,1
313,10169,12,6,2,0,1
314,10170,12,6,2,0,1
315,10171,12,6,2,0,1
316,10172,12,6,2,0,1
317,10173,12,6,2,0,1
318,399,12,6,2,2,1
319,406,12,6,2,2,1
320,419,12,6,2,2,1
321,429,12,6,2,2,1
322,430,12,6,2,2,1
323,445,12,6,2,2,1
324,452,12,6,2,2,1
325,455,12,6,2,2,1
326,10174,12,6,2,0,1
327,10175,12,6,2,0,1
328,10176,12,6,2,0,1
329,10177,12,6,2,0,1
330,10178,12,6,2,0,1
331,10179,12,6,2,0,1
332,10180,12,6,2,0,1
333,10181,12,6,2,0,1
334,10182,12,6,2,0,1
335,10183,12,6,2,0,1
336,10184,12,6,2,0,1
337,10185,12,6,2,0,1
338,10186,12,6,2,0,1
339,10187,12,6,2,0,1
340,10188,12,6,2,0,1
341,10189,12,6,2,0,1
342,466,12,6,2,2,1
343,473,12,6,2,2,1
344,479,12,6,2,2,1
345,490,12,6,2,2,1
346,496,12,6,2,2,1
347,508,12,6,2,2,1
348,511,12,6,2,2,1
349,525,12,6,2,2,1
350,10190,12,6,2,0,1
351,10191,12,6,2,0,0
352,10192,12,6,2,0,0
353,10193,12,6,2,0,0
354,10194,12,6,2,0,1
355,10195,12,6,2,0,0
356,10196,12,6,2,0,0
357,10197,12,6,2,0,1
358,10198,12,6,2,0,1
359,10199,12,6,2,0,0
360,10200,12,6,2,0,1
361,10201,12,6,2,0,1
362,10202,12,6,2,0,1
363,10203,12,6,2,0,1
364,10204,12,6,2,0,1
365,10205,12,6,2,0,1
366,10206,12,6,2,0,1
367,5949,12,6,2,2,1
368,5969,12,6,2,2,1
369,6073,12,6,2,2,1
370,6119,12,6,2,2,1
371,6211,12,6,2,2,1
372,6226,12,6,2,2,1
373,6280,12,6,2,2,1
374,6402,12,6,2,2,1
375,10207,12,6,2,0,1
376,10208,12,6,2,0,0
377,10209,12,6,2,0,1
378,10210,12,6,2,0,1
379,10211,12,6,2,0,1
380,10212,12,6,2,0,1
381,10213,12,6,2,0,1
382,10214,12,6,2,0,1
383,10215,12,6,2,0,1
384,10216,12,6,2,0,1
385,10217,12,6,2,0,1
386,10218,12,6,2,0,1
387,10219,12,6,2,0,1
388,10220,12,6,2,0,1
389,10221,12,6,2,0,1
390,10222,12,6,2,0,1
391,10223,12,6,2,0,1
392,10224,12,6,2,0,1
393,531,12,6,2,2,1
394,537,12,6,2,2,1
395,547,12,6,2,2,1
396,555,12,6,2,2,1
397,565,12,6,2,2,1
398,571,12,6,2,2,1
399,579,12,6,2,2,1
400,583,12,6,2,2,1
401,10225,12,6,2,0,1
402,10226,12,6,2,0,0
403,10227,12,6,2,0,1
404,10228,12,6,2,0,1
405,10229,12,6,2,0,0
406,10230,12,6,2,0,0
407,10231,12,6,2,0,0
408,10232,12,6,2,0,1
409,10233,12,6,2,0,1
410,10234,12,6,2,0,1
411,10235,12,6,2,0,1
412,10236,12,6,2,0,1
413,10237,12,6,2,0,1
414,10238,12,6,2,0,1
415,10239,12,6,2,0,1
416,10240,12,6,2,0,1
417,10241,12,6,2,0,0
418,10242,12,6,2,0,1
419,10243,12,6,2,0,1
420,10244,12,6,2,0,0
421,10245,12,6,2,0,1
422,10246,12,6,2,0,1
423,10247,12,6,2,0,1
424,10248,12,6,2,0,1
425,10249,12,6,2,0,1
426,593,12,6,2,2,1
427,604,12,6,2,2,1
428,612,12,6,2,2,1
429,619,12,6,2,2,1
430,624,12,6,2,2,1
431,632,12,6,2,2,1
432,643,12,6,2,2,1
433,648,12,6,2,2,1
434,10250,12,6,2,0,1
435,10251,12,6,2,0,0
436,10252,12,6,2,0,0
437,10253,12,6,2,0,1
438,10254,12,6,2,0,1
439,10255,12,6,2,0,1
440,10256,12,6,2,0,1
441,10257,12,6,2,0,1
442,10258,12,6,2,0,1
443,10259,12,6,2,0,1
444,10260,12,6,2,0,1
445,10261,12,6,2,0,1
446,10262,12,6,2,0,1
447,10263,12,6,2,0,1
448,10264,12,6,2,0,1
449,10265,12,6,2,0,1
450,10266,12,6,2,0,1
451,10267,12,6,2,0,1
452,10268,12,6,2,0,1
453,10269,12,6,2,0,1
454,10270,12,6,2,0,1
455,6429,12,6,2,2,1
456,6493,12,6,2,2,1
457,6562,12,6,2,2,1
458,6622,12,6,2,2,1
459,6683,12,5,2,2,1
460,6784,12,6,2,2,1
461,6814,12,6,2,2,1
462,6856,12,6,2,2,1
463,10271,12,6,2,0,1
464,10272,12,6,2,0,1
465,10273,12,6,2,0,1
466,10274,12,6,2,0,1
467,10275,12,6,2,0,1
468,10276,12,6,2,0,1
469,10277,12,6,2,0,1
470,10278,12,6,2,0,1
471,10279,12,6,2,0,1
472,10280,12,6,2,0,1
473,10281,12,6,2,0,1
474,10282,12,6,2,0,1
475,655,12,6,2,2,1
476,669,12,6,2,2,1
477,670,12,6,2,2,1
478,680,12,6,2,2,1
479,690,12,6,2,2,1
480,700,12,6,2,2,1
481,709,12,6,2,2,1
482,717,12,6,2,2,1
483,10283,12,6,2,0,1
484,10284,12,6,2,0,1
485,10285,12,6,2,0,1
486,10286,12,6,2,0,1
487,10287,12,6,2,0,1
488,10288,12,6,2,0,1
489,10289,12,6,2,0,1
490,10290,12,6,2,0,1
491,10291,12,6,2,0,1
492,10292,12,6,2,0,1
493,10293,12,6,2,0,1
494,10294,12,6,2,0,1
495,10295,12,5,2,0,1
496,10296,12,6,2,0,1
497,10297,12,6,2,0,1
498,10298,12,6,2,0,1
499,10299,12,6,2,0,1
500,10300,12,6,2,0,1
501,10301,12,6,2,0,1
502,10302,12,6,2,0,1
503,10303,12,6,2,0,1
504,10304,12,6,2,0,1
505,10305,12,6,2,0,1
506,10306,12,6,2,0,1
507,10307,12,6,2,0,1
508,10308,12,6,2,0,1
509,10309,12,6,2,0,1
510,6923,12,6,2,2,1
511,7039,12,6,2,2,1
512,7074,12,6,2,2,1
513,7121,12,6,2,2,1
514,7194,12,6,2,2,1
515,7300,12,6,2,2,1
516,7316,12,6,2,2,1
517,7426,12,6,2,2,1
518,10310,12,6,2,0,1
519,10311,12,6,2,0,1
520,10312,12,6,2,0,1
521,10313,12,6,2,0,1
522,10314,12,6,2,0,1
523,10315,12,6,2,0,1
524,10316,12,6,2,0,1
525,10317,12,6,2,0,1
526,10318,12,6,2,0,1
527,10319,12,6,2,0,1
528,10320,12,6,2,0,1
529,10321,12,6,2,0,1
530,10322,12,6,2,0,1
531,10323,12,6,2,0,1
532,10324,12,6,2,0,1
533,10325,12,6,2,0,1
534,10326,12,6,2,0,1
535,10327,12,6,2,0,1
536,10328,12,6,2,0,1
537,10329,12,6,2,0,1
538,10330,12,6,2,0,1
539,10331,12,6,2,0,1
540,10332,12,6,2,0,1
541,10333,12,6,2,0,1
542,10334,12,6,2,0,1
543,10335,12,6,2,0,1
544,10336,12,6,2,0,1
545,10337,12,6,2,0,1
546,10338,12,6,2,0,1
547,10339,12,6,2,0,1
548,10340,12,6,2,0,1
549,10341,12,6,2,0,1
550,10342,12,6,2,0,1
551,10343,12,6,2,0,1
552,10344,12,6,2,0,1
553,10345,12,6,2,0,1
554,789,12,6,2,2,1
555,795,12,6,2,2,1
556,804,12,6,2,2,1
557,807,12,6,2,2,1
558,821,12,6,2,2,1
559,823,12,6,2,2,1
560,832,12,6,2,2,1
561,838,12,6,2,2,1
562,10346,12,6,2,0,1
563,10347,12,6,2,0,1
564,10348,12,6,2,0,1
565,10349,12,6,2,0,1
566,10350,12,6,2,0,1
567,10351,12,6,2,0,1
568,10352,12,6,2,0,1
569,847,12,6,2,2,1
570,861,12,6,2,2,1
571,868,12,6,2,2,1
572,875,12,6,2,2,1
573,879,12,6,2,2,1
574,888,12,6,2,2,1
575,898,12,6,2,2,1
576,902,12,6,2,2,1
577,10353,12,6,2,0,1
578,10354,12,6,2,0,1
579,10355,12,6,2,0,1
580,10356,12,6,2,0,1
581,10357,12,6,2,0,1
582,10358,12,6,2,0,1
583,10359,12,6,2,0,1
584,10360,12,6,2,0,1
585,10361,12,6,2,0,1
586,10362,12,6,2,0,1
587,10363,12,6,2,0,1
588,10364,12,6,2,0,1
589,10365,12,6,2,0,1
590,10366,12,6,2,0,1
591,10367,12,6,2,0,1
592,980,12,6,2,2,1
593,987,12,6,2,2,1
594,993,12,6,2,2,1
595,1005,12,6,2,2,1
596,1013,12,6,2,2,1
597,1018,12,6,2,2,1
598,1027,12,6,2,2,1
599,1032,12,6,2,2,1
600,10368,12,6,2,0,1
601,10369,12,6,2,0,1
602,10370,12,6,2,0,1
603,10371,12,6,2,0,1
604,10372,12,6,2,0,1
605,10373,12,6,2,0,1
606,10374,12,6,2,0,1
607,10375,12,6,2,0,1
608,10376,12,6,2,0,1
609,725,12,6,2,2,1
610,732,12,6,2,2,1
611,735,12,6,2,2,1
612,745,12,6,2,2,1
613,755,12,6,2,2,1
614,759,12,6,2,2,1
615,770,12,6,2,2,1
616,780,12,6,2,2,1
617,10377,12,6,2,0,1
618,10378,12,6,2,0,1
619,10379,12,6,2,0,1
620,10380,12,6,2,0,1
621,10381,12,6,2,0,1
622,10382,12,6,2,0,1
623,10383,12,6,2,0,1
624,10384,12,6,2,0,1
625,917,12,6,2,2,1
626,923,12,6,2,2,1
627,933,12,6,2,2,1
628,937,12,5,2,2,1
629,947,12,6,2,2,1
630,953,12,6,2,2,1
631,959,12,6,2,2,1
632,968,12,6,2,2,1
633,10385,12,6,2,0,1
634,10386,12,6,2,0,1
635,7996,12,6,2,2,1
636,8057,12,6,2,2,1
637,8072,12,6,2,2,1
638,8144,12,6,2,2,1
639,8206,12,6,2,2,1
640,8293,12,6,2,2,1
641,8375,12,6,2,2,1
642,8430,12,6,2,2,1
643,10387,12,6,2,0,1
644,10388,12,6,2,0,1
645,10389,12,6,2,0,1
646,10390,12,6,2,0,1
647,10391,12,6,2,0,1
648,10392,12,6,2,0,1
649,10393,12,6,2,0,1
650,10394,12,6,2,0,1
651,7449,12,6,2,2,1
652,7511,12,6,2,2,1
653,7601,12,6,2,2,1
654,7626,12,6,2,2,1
655,7701,12,6,2,2,1
656,7813,12,6,2,2,1
657,7844,12,6,2,2,1
658,7924,12,6,2,2,1
659,10395,12,6,2,0,1
660,10396,12,6,2,0,1
661,1103,12,6,2,2,1
662,1111,12,6,2,2,1
663,1123,12,6,2,2,1
664,1128,12,6,2,2,1
665,1141,12,6,2,2,1
666,1146,12,6,2,2,1
667,1154,12,6,2,2,1
668,1161,12,6,2,2,1
669,10397,12,6,2,0,1
670,10398,12,6,2,0,1
671,8496,12,6,2,2,1
672,8537,12,6,2,2,1
673,8612,12,6,2,2,1
674,8699,12,6,2,2,1
675,8757,12,6,2,2,1
676,8826,12,6,2,2,1
677,8851,12,6,2,2,1
678,8918,12,6,2,2,1
679,10399,12,6,2,0,1
680,10400,12,6,2,0,1
681,10401,12,6,2,0,1
682,10402,12,6,2,0,1
683,10403,12,6,2,0,1
684,10404,12,6,2,0,1
685,10405,12,6,2,0,1
686,10406,12,6,2,0,1
687,10407,12,6,2,0,1
688,10408,12,6,2,0,1
689,10409,12,6,2,0,1
690,10410,12,6,2,0,1
691,10411,12,6,2,0,1
692,10412,12,6,2,0,1
693,10413,12,6,2,0,1
694,10414,12,6,2,0,1
695,10415,12,6,2,0,1
696,10416,12,6,2,0,1
697,10417,12,6,2,0,1
698,1044,12,6,2,2,1
699,1049,12,6,2,2,1
700,1055,12,6,2,2,1
701,1062,12,6,2,2,1
702,1072,12,6,2,2,1
703,1084,12,6,2,2,1
704,1087,12,6,2,2,1
705,1095,12,6,2,2,1
706,10418,12,6,2,0,1
707,1167,12,6,2,2,1
708,1179,12,6,2,2,1
709,1182,12,6,2,2,1
710,1195,12,6,2,2,1
711,1200,12,6,2,2,1
712,1211,12,6,2,2,1
713,1219,12,6,2,2,1
714,1222,12,6,2,2,1
715,10419,12,6,2,0,1
716,10420,12,6,2,0,1
717,10421,12,6,2,0,1
718,10422,12,6,2,0,1
719,10423,12,6,2,0,1
720,10424,12,6,2,0,1
721,10425,12,6,2,0,1
722,10426,12,6,2,0,1
723,10427,12,6,2,0,1
724,1935,12,6,2,2,1
725,1940,12,6,2,2,1
726,1955,12,6,2,2,1
727,1962,12,6,2,2,1
728,1970,12,6,2,2,1
729,1975,12,6,2,2,1
730,1984,12,6,2,2,1
731,1993,12,6,2,2,1
732,10428,12,6,2,0,1
733,8992,12,6,2,2,1
734,9051,12,6,2,2,1
735,9130,12,6,2,2,1
736,9213,12,6,2,2,1
737,9269,12,6,2,2,1
738,9302,12,6,2,2,1
739,9410,12,6,2,2,1
740,9428,12,6,2,2,1
741,10429,12,6,2,0,1
742,10430,12,6,2,0,1
743,2003,12,6,2,2,1
744,2011,12,6,2,2,1
745,2014,12,6,2,2,1
746,2023,12,6,2,2,1
747,2030,12,6,2,2,1
748,2037,12,6,2,2,1
749,2049,12,6,2,2,1
750,2059,12,6,2,2,1
751,10431,12,6,2,0,1
752,10432,12,6,2,0,1
753,10433,12,6,2,0,1
754,10434,12,6,2,0,1
755,10435,12,6,2,0,1
756,10436,12,6,2,0,1
757,10437,12,6,2,0,1
758,10438,12,6,2,0,1
759,10439,12,6,2,0,1
760,10440,12,6,2,0,1
761,10441,12,6,2,0,1
762,10442,12,6,2,0,1
763,10443,12,6,2,0,1
764,10444,12,6,2,0,1
765,10445,12,6,2,0,1
766,10446,12,6,2,0,1
767,10447,12,6,2,0,1
768,10448,12,6,2,0,1
769,10449,12,6,2,0,1
770,10450,12,6,2,0,1
771,10451,12,6,2,0,1
772,10452,12,6,2,0,1
773,10453,12,6,2,0,1
774,10454,12,6,2,0,1
775,10455,12,6,2,0,1
776,10456,12,6,2,0,1
777,2066,12,6,2,2,1
778,2075,12,6,2,2,1
779,2083,12,6,2,2,1
780,2088,12,6,2,2,1
781,2099,12,6,2,2,1
782,2102,12,6,2,2,1
783,2112,12,6,2,2,1
784,2123,12,6,2,2,1
785,10457,12,6,2,0,1
786,10458,12,6,2,0,1
787,10459,12,6,2,0,1
788,10460,12,6,2,0,1
789,10461,12,6,2,0,1
790,10462,12,6,2,0,1
791,9525,12,6,2,2,1
792,9593,12,6,2,2,1
793,9622,12,6,2,2,1
794,9679,12,6,2,2,1
795,9792,12,6,2,2,1
796,9824,12,6,2,2,1
797,9893,12,6,2,2,1
798,9948,12,6,2,2,1
799,10463,12,6,2,0,1
800,10464,12,6,2,0,1
801,10465,12,6,2,0,1
802,10466,12,6,2,0,1
803,10467,12,6,2,0,1
804,10468,12,6,2,0,1
805,10469,12,6,2,0,1
806,2343,12,6,2,2,1
807,2600,12,6,2,2,1
808,2537,12,6,2,2,1
809,2474,12,6,2,2,1
810,2539,12,6,2,2,1
811,2348,12,6,2,2,1
812,2605,12,6,2,2,1
813,2734,12,6,2,2,1
814,10470,12,6,2,0,1
815,10471,12,6,2,0,1
816,10472,12,6,2,0,1
817,10473,12,6,2,0,1
818,10474,12,6,2,0,1
819,10475,12,6,2,0,1
820,10476,12,6,2,0,1
821,10477,12,6,2,0,1
822,2479,12,6,2,2,1
823,2608,12,6,2,2,1
824,2737,12,6,2,2,1
825,2418,12,6,2,2,1
826,2739,12,6,2,2,1
827,2548,12,6,2,2,1
828,2741,12,6,2,2,1
829,2486,12,6,2,2,1
830,10478,12,6,2,0,1
831,10479,12,6,2,0,1
832,10480,12,6,2,0,1
833,10481,12,6,0,0,1
834,10482,12,6,0,0,1
835,10483,12,6,0,0,1
836,10484,12,6,2,0,1
837,10485,12,6,2,0,1
838,10486,12,6,2,0,1
839,1344,12,6,2,2,1
840,1385,12,6,0,2,1
841,1466,12,6,0,2,1
842,1526,12,6,0,2,1
843,1589,12,6,0,2,1
844,1659,12,6,0,2,1
845,1704,12,6,0,2,1
846,1775,12,6,0,2,1
847,10487,12,6,1,2,1
848,10488,12,6,0,2,1
849,10489,12,6,0,2,1
850,10490,12,6,0,2,1
851,10491,12,6,1,2,1
852,10492,12,6,2,2,1
853,10493,12,6,2,2,1
854,10494,12,6,2,2,1
855,10495,12,6,2,2,1
856,10496,12,6,2,2,1
857,10497,12,6,2,2,1
858,10498,12,6,2,2,1
859,10499,12,6,2,2,1
860,10500,12,6,2,2,1
861,10501,12,6,2,2,1
862,10502,12,6,2,2,1
863,10503,12,6,2,2,1
864,10504,12,6,2,2,1
865,10505,12,6,2,2,1
866,10506,12,6,2,2,1
867,10507,12,6,2,2,1
868,10508,12,6,2,2,1
869,10509,12,6,2,2,1
870,10510,12,6,2,2,1
871,10511,12,6,2,2,1
872,2359,12,6,2,2,1
873,2424,12,6,2,2,1
874,2809,12,6,2,2,1
875,2362,12,6,2,2,1
876,2811,12,6,2,2,1
877,2620,12,6,2,2,1
878,2365,12,6,2,2,1
879,2366,12,6,2,2,1
880,10512,12,6,2,2,1
881,10513,12,6,2,2,1
882,10514,12,6,2,2,1
883,10515,12,6,2,2,1
884,10516,12,6,2,2,1
885,2815,12,6,2,2,1
886,2624,12,6,2,2,1
887,2497,12,6,2,2,1
888,2562,12,6,2,2,1
889,2563,12,6,2,2,1
890,2372,12,6,2,2,1
891,2501,12,6,2,2,1
892,2758,12,6,2,2,1
893,10517,12,6,2,2,1
894,10518,12,6,2,2,0
895,10519,12,6,2,2,0
896,10520,12,6,2,2,1
897,10521,12,6,2,2,1
898,10522,12,6,2,2,0
899,10523,12,6,2,2,0
900,10524,12,6,2,2,0
901,10525,12,6,2,2,0
902,10526,12,6,2,2,1
903,10527,12,6,0,2,0
904,10528,12,6,0,2,0
905,10529,12,6,0,2,0
906,10530,12,6,0,2,0
907,10531,12,6,0,2,0
908,10532,12,5,0,2,0
909,10533,12,6,0,2,0
910,10534,8,5,0,2,0
911,10535,8,1,0,2,0
912,10536,0,0,0,2,0
