cycle,pc,alu,valu,load,store,flow
73,10545,12,6,2,2,1
74,10546,12,6,2,2,1
75,10547,12,6,2,2,1
76,10548,12,6,2,2,1
77,10549,12,6,2,2,1
78,10550,12,6,2,2,1
79,10551,12,6,2,2,1
80,10552,12,6,2,2,1
81,10553,12,6,2,2,1
82,10554,12,6,2,2,1
83,10555,12,6,2,2,1
84,20,12,6,2,2,1
85,26,12,6,2,2,1
86,35,12,6,2,2,1
87,45,12,6,2,2,1
88,51,12,6,2,2,1
89,61,12,6,2,2,1
90,68,12,6,2,2,1
91,70,12,6,2,2,1
92,10556,12,6,2,2,1
93,10557,12,6,2,2,1
94,10558,12,6,2,2,1
95,10559,12,6,2,2,1
96,207,12,6,2,2,1
97,214,12,6,2,2,1
98,222,12,6,2,2,1
99,235,12,6,2,2,1
100,243,12,6,2,2,1
101,247,12,6,2,2,1
102,256,12,6,2,2,1
103,264,12,6,2,2,1
104,10560,12,6,2,2,1
105,10561,12,6,2,2,1
106,10562,12,6,2,2,1
107,10563,12,6,2,2,1
108,10564,12,6,2,2,1
109,10565,12,6,2,0,1
110,10566,12,6,2,2,1
111,10567,12,6,2,2,1
112,10568,12,6,2,2,1
113,10569,12,6,2,2,1
114,10570,12,6,2,2,1
115,10571,12,6,2,2,1
116,82,12,6,2,2,1
117,88,12,6,2,2,1
118,96,12,6,2,2,1
119,109,12,6,2,2,1
120,116,12,6,2,2,1
121,119,12,6,2,2,1
122,129,12,6,2,2,1
123,141,12,6,2,2,1
124,10572,12,6,2,2,1
125,10573,12,6,2,2,1
126,10574,12,6,2,0,1
127,10575,12,6,2,0,1
128,10576,12,6,2,0,1
129,10577,12,6,2,0,1
130,10578,12,6,2,0,1
131,10579,12,6,2,0,1
132,3856,12,6,2,2,1
133,3968,12,6,2,2,1
134,4029,12,6,2,2,1
135,4083,12,6,2,2,1
136,4147,12,6,2,2,1
137,4195,12,6,2,2,1
138,4282,12,6,2,2,1
139,4312,12,6,2,2,1
140,10580,12,6,2,0,1
141,10581,12,6,2,2,1
142,10582,12,6,2,2,1
143,10583,12,6,2,2,1
144,10584,12,5,2,2,1
145,4371,12,6,2,2,1
146,4460,12,6,2,2,1
147,4508,12,6,2,2,1
148,4592,12,6,2,2,1
149,4647,12,6,2,2,1
150,4727,12,6,2,2,1
151,4748,12,6,2,2,1
152,4807,12,6,2,2,1
153,10585,12,6,2,0,1
154,10586,12,6,2,2,1
155,10587,12,6,2,2,1
156,10588,12,6,2,2,1
157,10589,12,6,2,2,1
158,10590,12,6,2,0,1
159,10591,12,6,2,0,1
160,10592,12,6,2,0,1
161,10593,12,6,2,0,1
162,10594,12,6,2,0,1
163,10595,12,6,2,0,1
164,10596,12,6,2,0,1
165,10597,12,6,2,0,1
166,10598,12,6,2,0,1
167,10599,12,6,2,0,1
168,10600,12,6,2,0,1
169,10601,12,6,2,0,1
170,10602,12,6,2,0,1
171,2439,12,6,2,2,1
172,2440,12,6,2,2,1
173,2697,12,6,2,2,1
174,2378,12,6,2,2,1
175,2315,12,6,2,2,1
176,2764,12,6,2,2,1
177,2317,12,6,2,2,1
178,2318,12,6,2,2,1
179,10603,12,6,2,0,1
180,2319,12,6,2,2,1
181,2384,12,6,2,2,1
182,2385,12,6,2,2,1
183,2706,12,6,2,2,1
184,2707,12,6,2,2,1
185,2644,12,6,2,2,1
186,2581,12,6,2,2,1
187,2582,12,6,2,2,1
188,10604,12,6,2,0,1
189,10605,12,6,2,0,1
190,10606,12,6,2,0,1
191,10607,12,6,2,0,1
192,2519,12,6,2,2,1
193,2776,12,6,2,2,1
194,2329,12,6,2,2,1
195,2650,12,6,2,2,1
196,2715,12,6,2,2,1
197,2524,12,6,2,2,1
198,2589,12,6,2,2,1
199,2590,12,6,2,2,1
200,10608,12,6,2,0,1
201,10609,12,6,2,0,1
202,10610,12,6,2,0,1
203,10611,12,6,2,0,1
204,10612,12,6,2,0,1
205,10613,12,6,2,0,1
206,10614,12,6,2,0,1
207,10615,12,6,2,0,1
208,10616,12,6,2,0,1
209,10617,12,6,2,0,1
210,10618,12,6,2,0,1
211,10619,12,6,2,0,1
212,10620,12,6,2,0,1
213,10621,12,6,2,0,1
214,10622,12,6,2,0,1
215,10623,12,6,2,0,1
216,10624,12,6,2,0,1
217,10625,12,6,2,0,1
218,10626,12,6,2,0,1
219,10627,12,6,2,0,1
220,10628,12,6,2,0,1
221,10629,12,6,2,0,1
222,10630,12,6,2,0,1
223,10631,12,6,2,0,1
224,10632,12,6,2,0,1
225,10633,12,6,2,0,1
226,10634,12,6,2,0,1
227,10635,12,6,2,0,1
228,10636,12,6,2,0,1
229,10637,12,6,2,0,1
230,2655,12,6,2,2,1
231,2656,12,6,2,2,1
232,2465,12,6,2,2,1
233,2402,12,6,2,2,1
234,2595,12,6,2,2,1
235,2532,12,6,2,2,1
236,2661,12,6,2,2,1
237,2470,12,6,2,2,1
238,10638,12,6,2,0,1
239,10639,12,6,2,0,1
240,10640,12,6,2,0,1
241,10641,12,6,2,0,1
242,10642,12,6,2,0,1
243,10643,12,6,2,0,1
244,10644,12,6,2,0,1
245,10645,12,6,2,0,1
246,10646,12,6,2,0,1
247,10647,12,6,2,0,1
248,10648,12,6,2,0,1
249,4908,12,6,2,2,1
250,4975,12,6,2,2,1
251,5035,12,6,2,2,1
252,5115,12,6,2,2,1
253,5185,12,6,2,2,1
254,5194,12,6,2,2,1
255,5266,12,6,2,2,1
256,5327,12,6,2,2,1
257,10649,12,6,2,0,1
258,10650,12,6,2,0,1
259,274,12,6,2,2,1
260,281,12,6,2,2,1
261,292,12,6,2,2,1
262,299,12,6,2,2,1
263,304,12,6,2,2,1
264,316,12,6,2,2,1
265,321,12,6,2,2,1
266,327,12,6,2,2,1
267,10651,12,6,2,0,1
268,10652,12,6,2,0,1
269,10653,12,6,2,0,1
270,10654,12,6,2,0,1
271,10655,12,6,2,0,1
272,10656,12,6,2,0,1
273,10657,12,6,2,0,1
274,10658,12,6,2,0,1
275,10659,12,6,2,0,1
276,10660,12,6,2,0,1
277,10661,12,6,2,0,1
278,10662,12,6,2,0,1
279,10663,12,6,2,0,1
280,10664,12,6,2,0,1
281,10665,12,6,2,0,1
282,10666,12,6,2,0,1
283,10667,12,6,2,0,1
284,10668,12,6,2,0,1
285,10669,12,6,2,0,1
286,10670,12,6,2,0,1
287,10671,12,6,2,0,1
288,10672,12,6,2,0,1
289,10673,12,6,2,0,1
290,10674,12,6,2,0,1
291,10675,12,6,2,0,1
292,336,12,6,2,2,1
293,343,12,6,2,2,1
294,357,12,6,2,2,1
295,358,12,6,2,2,1
296,373,12,6,2,2,1
297,376,12,6,2,2,1
298,389,12,6,2,2,1
299,394,12,6,2,2,1
300,10676,12,6,2,0,1
301,10677,12,6,2,0,1
302,10678,12,6,2,0,1
303,10679,12,6,2,0,1
304,5421,12,6,2,2,1
305,5480,12,6,2,2,1
306,5548,12,6,2,2,1
307,5632,12,6,2,2,1
308,5686,12,6,2,2,1
309,5716,12,6,2,2,1
310,5796,12,6,2,2,1
311,5831,12,6,2,2,1
312,10680,12,6,2,0,1
313,10681,12,6,2,0,1
314,10682,12,6,2,0,1
315,10683,12,6,2,0,1
316,10684,12,6,2,0,1
317,10685,12,6,2,0,1
318,399,12,6,2,2,1
319,406,12,6,2,2,1
320,419,12,6,2,2,1
321,429,12,6,2,2,1
322,430,12,6,2,2,1
323,445,12,6,2,2,1
324,452,12,6,2,2,1
325,455,12,6,2,2,1
326,10686,12,6,2,0,1
327,10687,12,6,2,0,1
328,10688,12,6,2,0,1
329,10689,12,6,2,0,1
330,10690,12,6,2,0,1
331,10691,12,6,2,0,1
332,10692,12,6,2,0,1
333,10693,12,6,2,0,1
334,10694,12,6,2,0,1
335,10695,12,6,2,0,1
336,10696,12,6,2,0,1
337,10697,12,6,2,0,1
338,10698,12,6,2,0,1
339,10699,12,6,2,0,1
340,10700,12,6,2,0,1
341,10701,12,6,2,0,1
342,466,12,6,2,2,1
343,473,12,6,2,2,1
344,479,12,6,2,2,1
345,490,12,6,2,2,1
346,496,12,6,2,2,1
347,508,12,6,2,2,1
348,511,12,6,2,2,1
349,525,12,6,2,2,1
350,10702,12,6,2,0,1
351,10703,12,6,2,0,0
352,10704,12,6,2,0,0
353,10705,12,6,2,0,0
354,10706,12,6,2,0,1
355,10707,12,6,2,0,0
356,10708,12,6,2,0,0
357,10709,12,6,2,0,1
358,10710,12,6,2,0,1
359,10711,12,6,2,0,0
360,10712,12,6,2,0,1
361,10713,12,6,2,0,1
362,10714,12,6,2,0,1
363,10715,12,6,2,0,1
364,10716,12,6,2,0,1
365,10717,12,6,2,0,1
366,10718,12,6,2,0,1
367,5949,12,6,2,2,1
368,5969,12,6,2,2,1
369,6073,12,6,2,2,1
370,6119,12,6,2,2,1
371,6211,12,6,2,2,1
372,6226,12,6,2,2,1
373,6280,12,6,2,2,1
374,6402,12,6,2,2,1
375,10719,12,6,2,0,1
376,10720,12,6,2,0,0
377,10721,12,6,2,0,1
378,10722,12,6,2,0,1
379,10723,12,6,2,0,1
380,10724,12,6,2,0,1
381,10725,12,6,2,0,1
382,10726,12,6,2,0,1
383,10727,12,6,2,0,1
384,10728,12,6,2,0,1
385,10729,12,6,2,0,1
386,10730,12,6,2,0,1
387,10731,12,6,2,0,1
388,10732,12,6,2,0,1
389,10733,12,6,2,0,1
390,10734,12,6,2,0,1
391,10735,12,6,2,0,1
392,10736,12,6,2,0,1
393,531,12,6,2,2,1
394,537,12,6,2,2,1
395,547,12,6,2,2,1
396,555,12,6,2,2,1
397,565,12,6,2,2,1
398,571,12,6,2,2,1
399,579,12,6,2,2,1
400,583,12,6,2,2,1
401,10737,12,6,2,0,1
402,10738,12,6,2,0,0
403,10739,12,6,2,0,1
404,10740,12,6,2,0,1
405,10741,12,6,2,0,0
406,10742,12,6,2,0,0
407,10743,12,6,2,0,0
408,10744,12,6,2,0,1
409,10745,12,6,2,0,1
410,10746,12,6,2,0,1
411,10747,12,6,2,0,1
412,10748,12,6,2,0,1
413,10749,12,6,2,0,1
414,10750,12,6,2,0,1
415,10751,12,6,2,0,1
416,10752,12,6,2,0,1
417,10753,12,6,2,0,0
418,10754,12,6,2,0,1
419,10755,12,6,2,0,1
420,10756,12,6,2,0,0
421,10757,12,6,2,0,1
422,10758,12,6,2,0,1
423,10759,12,6,2,0,1
424,10760,12,6,2,0,1
425,10761,12,6,2,0,1
426,593,12,6,2,2,1
427,604,12,6,2,2,1
428,612,12,6,2,2,1
429,619,12,6,2,2,1
430,624,12,6,2,2,1
431,632,12,6,2,2,1
432,643,12,6,2,2,1
433,648,12,6,2,2,1
434,10762,12,6,2,0,1
435,10763,12,6,2,0,0
436,10764,12,6,2,0,0
437,10765,12,6,2,0,1
438,10766,12,6,2,0,1
439,10767,12,6,2,0,1
440,10768,12,6,2,0,1
441,10769,12,6,2,0,1
442,10770,12,6,2,0,1
443,10771,12,6,2,0,1
444,10772,12,6,2,0,1
445,10773,12,6,2,0,1
446,10774,12,6,2,0,1
447,10775,12,6,2,0,1
448,10776,12,6,2,0,1
449,10777,12,6,2,0,1
450,10778,12,6,2,0,1
451,10779,12,6,2,0,1
452,10780,12,6,2,0,1
453,10781,12,6,2,0,1
454,10782,12,6,2,0,1
455,6429,12,6,2,2,1
456,6493,12,6,2,2,1
457,6562,12,6,2,2,1
458,6622,12,6,2,2,1
459,6683,12,5,2,2,1
460,6784,12,6,2,2,1
461,6814,12,6,2,2,1
462,6856,12,6,2,2,1
463,10783,12,6,2,0,1
464,10784,12,6,2,0,1
465,10785,12,6,2,0,1
466,10786,12,6,2,0,1
467,10787,12,6,2,0,1
468,10788,12,6,2,0,1
469,10789,12,6,2,0,1
470,10790,12,6,2,0,1
471,10791,12,6,2,0,1
472,10792,12,6,2,0,1
473,10793,12,6,2,0,1
474,10794,12,6,2,0,1
475,655,12,6,2,2,1
476,669,12,6,2,2,1
477,670,12,6,2,2,1
478,680,12,6,2,2,1
479,690,12,6,2,2,1
480,700,12,6,2,2,1
481,709,12,6,2,2,1
482,717,12,6,2,2,1
483,10795,12,6,2,0,1
484,10796,12,6,2,0,1
485,10797,12,6,2,0,1
486,10798,12,6,2,0,1
487,10799,12,6,2,0,1
488,10800,12,6,2,0,1
489,10801,12,6,2,0,1
490,10802,12,6,2,0,1
491,10803,12,6,2,0,1
492,10804,12,6,2,0,1
493,10805,12,6,2,0,1
494,10806,12,6,2,0,1
495,10807,12,5,2,0,1
496,10808,12,6,2,0,1
497,10809,12,6,2,0,1
498,10810,12,6,2,0,1
499,10811,12,6,2,0,1
500,10812,12,6,2,0,1
501,10813,12,6,2,0,1
502,10814,12,6,2,0,1
503,10815,12,6,2,0,1
504,10816,12,6,2,0,1
505,10817,12,6,2,0,1
506,10818,12,6,2,0,1
507,10819,12,6,2,0,1
508,10820,12,6,2,0,1
509,10821,12,6,2,0,1
510,6923,12,6,2,2,1
511,7039,12,6,2,2,1
512,7074,12,6,2,2,1
513,7121,12,6,2,2,1
514,7194,12,6,2,2,1
515,7300,12,6,2,2,1
516,7316,12,6,2,2,1
517,7426,12,6,2,2,1
518,10822,12,6,2,0,1
519,10823,12,6,2,0,1
520,10824,12,6,2,0,1
521,10825,12,6,2,0,1
522,10826,12,6,2,0,1
523,10827,12,6,2,0,1
524,10828,12,6,2,0,1
525,10829,12,6,2,0,1
526,10830,12,6,2,0,1
527,10831,12,6,2,0,1
528,10832,12,6,2,0,1
529,10833,12,6,2,0,1
530,10834,12,6,2,0,1
531,10835,12,6,2,0,1
532,10836,12,6,2,0,1
533,10837,12,6,2,0,1
534,10838,12,6,2,0,1
535,10839,12,6,2,0,1
536,10840,12,6,2,0,1
537,10841,12,6,2,0,1
538,10842,12,6,2,0,1
539,10843,12,6,2,0,1
540,10844,12,6,2,0,1
541,10845,12,6,2,0,1
542,10846,12,6,2,0,1
543,10847,12,6,2,0,1
544,10848,12,6,2,0,1
545,10849,12,6,2,0,1
546,10850,12,6,2,0,1
547,10851,12,6,2,0,1
548,10852,12,6,2,0,1
549,10853,12,6,2,0,1
550,10854,12,6,2,0,1
551,10855,12,6,2,0,1
552,10856,12,6,2,0,1
553,10857,12,6,2,0,1
554,789,12,6,2,2,1
555,795,12,6,2,2,1
556,804,12,6,2,2,1
557,807,12,6,2,2,1
558,821,12,6,2,2,1
559,823,12,6,2,2,1
560,832,12,6,2,2,1
561,838,12,6,2,2,1
562,10858,12,6,2,0,1
563,10859,12,6,2,0,1
564,10860,12,6,2,0,1
565,10861,12,6,2,0,1
566,10862,12,6,2,0,1
567,10863,12,6,2,0,1
568,10864,12,6,2,0,1
569,847,12,6,2,2,1
570,861,12,6,2,2,1
571,868,12,6,2,2,1
572,875,12,6,2,2,1
573,879,12,6,2,2,1
574,888,12,6,2,2,1
575,898,12,6,2,2,1
576,902,12,6,2,2,1
577,10865,12,6,2,0,1
578,10866,12,6,2,0,1
579,10867,12,6,2,0,1
580,10868,12,6,2,0,1
581,10869,12,6,2,0,1
582,10870,12,6,2,0,1
583,10871,12,6,2,0,1
584,10872,12,6,2,0,1
585,10873,12,6,2,0,1
586,10874,12,6,2,0,1
587,10875,12,6,2,0,1
588,10876,12,6,2,0,1
589,10877,12,6,2,0,1
590,10878,12,6,2,0,1
591,10879,12,6,2,0,1
592,980,12,6,2,2,1
593,987,12,6,2,2,1
594,993,12,6,2,2,1
595,1005,12,6,2,2,1
596,1013,12,6,2,2,1
597,1018,12,6,2,2,1
598,1027,12,6,2,2,1
599,1032,12,6,2,2,1
600,10880,12,6,2,0,1
601,10881,12,6,2,0,1
602,10882,12,6,2,0,1
603,10883,12,6,2,0,1
604,10884,12,6,2,0,1
605,10885,12,6,2,0,1
606,10886,12,6,2,0,1
607,10887,12,6,2,0,1
608,10888,12,6,2,0,1
609,725,12,6,2,2,1
610,732,12,6,2,2,1
611,735,12,6,2,2,1
612,745,12,6,2,2,1
613,755,12,6,2,2,1
614,759,12,6,2,2,1
615,770,12,6,2,2,1
616,780,12,6,2,2,1
617,10889,12,6,2,0,1
618,10890,12,6,2,0,1
619,10891,12,6,2,0,1
620,10892,12,6,2,0,1
621,10893,12,6,2,0,1
622,10894,12,6,2,0,1
623,10895,12,6,2,0,1
624,10896,12,6,2,0,1
625,917,12,6,2,2,1
626,923,12,6,2,2,1
627,933,12,6,2,2,1
628,937,12,5,2,2,1
629,947,12,6,2,2,1
630,953,12,6,2,2,1
631,959,12,6,2,2,1
632,968,12,6,2,2,1
633,10897,12,6,2,0,1
634,10898,12,6,2,0,1
635,7996,12,6,2,2,1
636,8057,12,6,2,2,1
637,8072,12,6,2,2,1
638,8144,12,6,2,2,1
639,8206,12,6,2,2,1
640,8293,12,6,2,2,1
641,8375,12,6,2,2,1
642,8430,12,6,2,2,1
643,10899,12,6,2,0,1
644,10900,12,6,2,0,1
645,10901,12,6,2,0,1
646,10902,12,6,2,0,1
647,10903,12,6,2,0,1
648,10904,12,6,2,0,1
649,10905,12,6,2,0,1
650,10906,12,6,2,0,1
651,7449,12,6,2,2,1
652,7511,12,6,2,2,1
653,7601,12,6,2,2,1
654,7626,12,6,2,2,1
655,7701,12,6,2,2,1
656,7813,12,6,2,2,1
657,7844,12,6,2,2,1
658,7924,12,6,2,2,1
659,10907,12,6,2,0,1
660,10908,12,6,2,0,1
661,1103,12,6,2,2,1
662,1111,12,6,2,2,1
663,1123,12,6,2,2,1
664,1128,12,6,2,2,1
665,1141,12,6,2,2,1
666,1146,12,6,2,2,1
667,1154,12,6,2,2,1
668,1161,12,6,2,2,1
669,10909,12,6,2,0,1
670,10910,12,6,2,0,1
671,8496,12,6,2,2,1
672,8537,12,6,2,2,1
673,8612,12,6,2,2,1
674,8699,12,6,2,2,1
675,8757,12,6,2,2,1
676,8826,12,6,2,2,1
677,8851,12,6,2,2,1
678,8918,12,6,2,2,1
679,10911,12,6,2,0,1
680,10912,12,6,2,0,1
681,10913,12,6,2,0,1
682,10914,12,6,2,0,1
683,10915,12,6,2,0,1
684,10916,12,6,2,0,1
685,10917,12,6,2,0,1
686,10918,12,6,2,0,1
687,10919,12,6,2,0,1
688,10920,12,6,2,0,1
689,10921,12,6,2,0,1
690,10922,12,6,2,0,1
691,10923,12,6,2,0,1
692,10924,12,6,2,0,1
693,10925,12,6,2,0,1
694,10926,12,6,2,0,1
695,10927,12,6,2,0,1
696,10928,12,6,2,0,1
697,10929,12,6,2,0,1
698,1044,12,6,2,2,1
699,1049,12,6,2,2,1
700,1055,12,6,2,2,1
701,1062,12,6,2,2,1
702,1072,12,6,2,2,1
703,1084,12,6,2,2,1
704,1087,12,6,2,2,1
705,1095,12,6,2,2,1
706,10930,12,6,2,0,1
707,1167,12,6,2,2,1
708,1179,12,6,2,2,1
709,1182,12,6,2,2,1
710,1195,12,6,2,2,1
711,1200,12,6,2,2,1
712,1211,12,6,2,2,1
713,1219,12,6,2,2,1
714,1222,12,6,2,2,1
715,10931,12,6,2,0,1
716,10932,12,6,2,0,1
717,10933,12,6,2,0,1
718,10934,12,6,2,0,1
719,10935,12,6,2,0,1
720,10936,12,6,2,0,1
721,10937,12,6,2,0,1
722,10938,12,6,2,0,1
723,10939,12,6,2,0,1
724,1233,12,6,2,2,1
725,1238,12,6,2,2,1
726,1253,12,6,2,2,1
727,1260,12,6,2,2,1
728,1268,12,6,2,2,1
729,1273,12,6,2,2,1
730,1282,12,6,2,2,1
731,1291,12,6,2,2,1
732,10940,12,6,2,0,1
733,8992,12,6,2,2,1
734,9051,12,6,2,2,1
735,9130,12,6,2,2,1
736,9213,12,6,2,2,1
737,9269,12,6,2,2,1
738,9302,12,6,2,2,1
739,9410,12,6,2,2,1
740,9428,12,6,2,2,1
741,10941,12,6,2,0,1
742,10942,12,6,2,0,1
743,1301,12,6,2,2,1
744,1309,12,6,2,2,1
745,1312,12,6,2,2,1
746,1321,12,6,2,2,1
747,1328,12,6,2,2,1
748,1335,12,6,2,2,1
749,1347,12,6,2,2,1
750,1357,12,6,2,2,1
751,10943,12,6,2,0,1
752,10944,12,6,2,0,1
753,10945,12,6,2,0,1
754,10946,12,6,2,0,1
755,10947,12,6,2,0,1
756,10948,12,6,2,0,1
757,10949,12,6,2,0,1
758,10950,12,6,2,0,1
759,10951,12,6,2,0,1
760,10952,12,6,2,0,1
761,10953,12,6,2,0,1
762,10954,12,6,2,0,1
763,10955,12,6,2,0,1
764,10956,12,6,2,0,1
765,10957,12,6,2,0,1
766,10958,12,6,2,0,1
767,10959,12,6,2,0,1
768,10960,12,6,2,0,1
769,10961,12,6,2,0,1
770,10962,12,6,2,0,1
771,10963,12,6,2,0,1
772,10964,12,6,2,0,1
773,10965,12,6,2,0,1
774,10966,12,6,2,0,1
775,10967,12,6,2,0,1
776,10968,12,6,2,0,1
777,1364,12,6,2,2,1
778,1373,12,6,2,2,1
779,1381,12,6,2,2,1
780,1386,12,6,2,2,1
781,1397,12,6,2,2,1
782,1400,12,6,2,2,1
783,1410,12,6,2,2,1
784,1421,12,6,2,2,1
785,10969,12,6,2,0,1
786,10970,12,6,2,0,1
787,10971,12,6,2,0,1
788,10972,12,6,2,0,1
789,10973,12,6,2,0,1
790,10974,12,6,2,0,1
791,9525,12,6,2,2,1
792,9593,12,6,2,2,1
793,9622,12,6,2,2,1
794,9679,12,6,2,2,1
795,9792,12,6,2,2,1
796,9824,12,6,2,2,1
797,9893,12,6,2,2,1
798,9948,12,6,2,2,1
799,10975,12,6,2,0,1
800,10976,12,6,2,0,1
801,10977,12,6,2,0,1
802,10978,12,6,2,0,1
803,10979,12,6,2,0,1
804,10980,12,6,2,0,1
805,10981,12,6,2,0,1
806,2343,12,6,2,2,1
807,2600,12,6,2,2,1
808,2537,12,6,2,2,1
809,2474,12,6,2,2,1
810,2539,12,6,2,2,1
811,2348,12,6,2,2,1
812,2605,12,6,2,2,1
813,2734,12,6,2,2,1
814,10982,12,6,2,0,1
815,10983,12,6,2,0,1
816,10984,12,6,2,0,1
817,10985,12,6,2,0,1
818,10986,12,6,2,0,1
819,10987,12,6,2,0,1
820,10988,12,6,2,0,1
821,10989,12,6,2,0,1
822,2479,12,6,2,2,1
823,2608,12,6,2,2,1
824,2737,12,6,2,2,1
825,2418,12,6,2,2,1
826,2739,12,6,2,2,1
827,2548,12,6,2,2,1
828,2741,12,6,2,2,1
829,2486,12,6,2,2,1
830,10990,12,6,2,0,1
831,10991,12,6,2,0,1
832,10992,12,6,2,0,1
833,10993,12,6,0,0,1
834,10994,12,6,0,0,1
835,10995,12,6,0,0,1
836,10996,12,6,2,0,1
837,10997,12,6,2,0,1
838,10998,12,6,2,0,1
839,10050,12,6,2,2,1
840,10091,12,6,0,2,1
841,10172,12,6,0,2,1
842,10232,12,6,0,2,1
843,10295,12,6,0,2,1
844,10365,12,6,0,2,1
845,10410,12,6,0,2,1
846,10481,12,6,0,2,1
847,10999,12,6,1,2,1
848,11000,12,6,0,2,1
849,11001,12,6,0,2,1
850,11002,12,6,0,2,1
851,11003,12,6,1,2,1
852,11004,12,6,2,2,1
853,11005,12,6,2,2,1
854,11006,12,6,2,2,1
855,11007,12,6,2,2,1
856,11008,12,6,2,2,1
857,11009,12,6,2,2,1
858,11010,12,6,2,2,1
859,11011,12,6,2,2,1
860,11012,12,6,2,2,1
861,11013,12,6,2,2,1
862,11014,12,6,2,2,1
863,11015,12,6,2,2,1
864,11016,12,6,2,2,1
865,11017,12,6,2,2,1
866,11018,12,6,2,2,1
867,11019,12,6,2,2,1
868,11020,12,6,2,2,1
869,11021,12,6,2,2,1
870,11022,12,6,2,2,1
871,11023,12,6,2,2,1
872,2359,12,6,2,2,1
873,2424,12,6,2,2,1
874,2809,12,6,2,2,1
875,2362,12,6,2,2,1
876,2811,12,6,2,2,1
877,2620,12,6,2,2,1
878,2365,12,6,2,2,1
879,2366,12,6,2,2,1
880,11024,12,6,2,2,1
881,11025,12,6,2,2,1
882,11026,12,6,2,2,1
883,11027,12,6,2,2,1
884,11028,12,6,2,2,1
885,2815,12,6,2,2,1
886,2624,12,6,2,2,1
887,2497,12,6,2,2,1
888,2562,12,6,2,2,1
889,2563,12,6,2,2,1
890,2372,12,6,2,2,1
891,2501,12,6,2,2,1
892,2758,12,6,2,2,1
893,11029,12,6,2,2,1
894,11030,12,6,2,2,0
895,11031,12,6,2,2,0
896,11032,12,6,2,2,1
897,11033,12,6,2,2,1
898,11034,12,6,2,2,0
899,11035,12,6,2,2,0
900,11036,12,6,2,2,0
901,11037,12,6,2,2,0
902,11038,12,6,2,2,1
903,11039,12,6,0,2,0
904,11040,12,6,0,2,0
905,11041,12,6,0,2,0
906,11042,12,6,0,2,0
907,11043,12,6,0,2,0
908,11044,12,5,0,2,0
909,11045,12,6,0,2,0
910,11046,8,5,0,2,0
911,11047,8,1,0,2,0
912,11048,0,0,0,2,0
