cycle,pc,alu,valu,load,store,flow
115,10328,12,6,2,0,1
116,10329,12,6,2,0,1
117,10330,12,6,2,0,1
118,10331,12,6,2,0,1
119,10332,12,6,2,0,1
120,10333,12,6,2,0,1
121,10334,12,6,2,0,1
122,10335,12,6,2,0,1
123,10336,12,6,2,0,1
124,10337,12,6,2,0,1
125,10338,12,6,2,0,1
126,10339,12,6,2,0,1
127,10340,12,6,2,0,1
128,82,12,6,2,2,1
129,88,12,6,2,2,1
130,96,12,6,2,2,1
131,109,12,6,2,2,1
132,116,12,6,2,2,1
133,119,12,6,2,2,1
134,129,12,6,2,2,1
135,141,12,6,2,2,1
136,10341,12,6,2,0,1
137,10342,12,6,2,0,1
138,10343,12,6,2,0,1
139,10344,12,6,2,0,1
140,10345,12,6,2,0,1
141,3607,12,6,2,2,1
142,3719,12,6,2,2,1
143,3780,12,6,2,2,1
144,3834,12,6,2,2,1
145,3898,12,6,2,2,1
146,3946,12,6,2,2,1
147,4033,12,6,2,2,1
148,4063,12,6,2,2,1
149,10346,12,6,2,0,1
150,10347,12,6,2,0,1
151,4122,12,6,2,2,1
152,4211,12,6,2,2,1
153,4259,12,6,2,2,1
154,4343,12,6,2,2,1
155,4398,12,6,2,2,1
156,4478,12,6,2,2,1
157,4499,12,6,2,2,1
158,4558,12,6,2,2,1
159,10348,12,6,2,0,1
160,10349,12,6,2,0,1
161,272,12,6,2,2,1
162,280,12,6,2,2,1
163,292,12,6,2,2,1
164,295,12,6,2,2,1
165,302,12,6,2,2,1
166,317,12,6,2,2,1
167,318,12,6,2,2,1
168,326,12,6,2,2,1
169,10350,12,6,2,0,1
170,10351,12,6,2,0,1
171,10352,12,6,2,0,1
172,10353,12,6,2,0,1
173,10354,12,6,2,0,1
174,10355,12,6,2,0,1
175,10356,12,6,2,0,1
176,10357,12,6,2,0,1
177,10358,12,6,2,0,1
178,10359,12,6,2,0,1
179,10360,12,6,2,0,1
180,10361,12,6,2,0,1
181,10362,12,6,2,0,1
182,334,12,6,2,2,1
183,343,12,6,2,2,1
184,351,12,6,2,2,1
185,364,12,6,2,2,1
186,372,12,6,2,2,1
187,379,12,6,2,2,1
188,386,12,6,2,2,1
189,394,12,6,2,2,1
190,10363,12,6,2,0,1
191,10364,12,6,2,0,1
192,10365,12,6,2,0,1
193,10366,12,6,2,0,1
194,10367,12,6,2,0,1
195,10368,12,6,2,0,1
196,10369,12,6,2,0,1
197,10370,12,6,2,0,1
198,10371,12,6,2,0,1
199,10372,12,6,2,0,1
200,10373,12,6,2,0,1
201,10374,12,6,2,0,1
202,10375,12,6,2,0,1
203,10376,12,6,2,0,1
204,10377,12,6,2,0,1
205,10378,12,6,2,0,1
206,10379,12,6,2,0,1
207,10380,12,6,2,0,1
208,10381,12,6,2,0,1
209,10382,12,6,2,0,1
210,10383,12,6,2,0,1
211,10384,12,6,2,0,1
212,10385,12,6,2,0,1
213,401,12,6,2,2,1
214,413,12,6,2,2,1
215,414,12,6,2,2,1
216,427,12,6,2,2,1
217,436,12,6,2,2,1
218,441,12,6,2,2,1
219,450,12,6,2,2,1
220,458,12,6,2,2,1
221,10386,12,6,2,0,1
222,467,12,6,2,2,1
223,475,12,6,2,2,1
224,480,12,6,2,2,1
225,487,12,6,2,2,1
226,498,12,6,2,2,1
227,505,12,6,2,2,1
228,515,12,6,2,2,1
229,520,12,6,2,2,1
230,10387,12,6,2,0,1
231,10388,12,6,2,0,1
232,10389,12,6,2,0,1
233,10390,12,6,2,0,1
234,10391,12,6,2,0,1
235,10392,12,6,2,0,1
236,10393,12,6,2,0,1
237,10394,12,6,2,0,1
238,10395,12,6,2,0,1
239,10396,12,6,2,0,0
240,10397,12,6,2,0,1
241,10398,12,6,2,0,1
242,10399,12,6,2,0,1
243,10400,12,6,2,0,1
244,10401,12,6,2,0,1
245,10402,12,6,2,0,1
246,10403,12,6,2,0,1
247,10404,12,6,2,0,1
248,10405,12,6,2,0,1
249,10406,12,6,2,0,1
250,10407,12,6,2,0,1
251,4659,12,6,2,2,1
252,4726,12,6,2,2,1
253,4786,12,6,2,2,1
254,4866,12,6,2,2,1
255,4936,12,6,2,2,1
256,4945,12,6,2,2,1
257,5017,12,6,2,2,1
258,5078,12,6,2,2,1
259,10408,12,6,2,0,1
260,10409,12,6,2,0,1
261,10410,12,6,2,0,1
262,530,12,6,2,2,1
263,537,12,6,2,2,1
264,548,12,6,2,2,1
265,555,12,6,2,2,1
266,560,12,6,2,2,1
267,572,12,6,2,2,1
268,577,12,6,2,2,1
269,583,12,6,2,2,1
270,10411,12,6,2,0,1
271,10412,12,6,2,0,1
272,10413,12,6,2,0,0
273,10414,12,6,2,0,0
274,10415,12,6,2,0,1
275,10416,12,6,2,0,1
276,10417,12,6,2,0,1
277,10418,12,6,2,0,1
278,10419,12,6,2,0,1
279,10420,12,6,2,0,1
280,10421,12,6,2,0,1
281,10422,12,6,2,0,1
282,10423,12,6,2,0,1
283,592,12,6,2,2,1
284,599,12,6,2,2,1
285,613,12,6,2,2,1
286,614,12,6,2,2,1
287,629,12,6,2,2,1
288,632,12,6,2,2,1
289,645,12,6,2,2,1
290,650,12,6,2,2,1
291,10424,12,6,2,0,1
292,10425,12,6,2,0,1
293,10426,12,6,2,0,1
294,10427,12,6,2,0,1
295,10428,12,6,2,0,1
296,10429,12,6,2,0,1
297,10430,12,6,2,0,1
298,10431,12,6,2,0,1
299,10432,12,6,2,0,1
300,10433,12,6,2,0,1
301,10434,12,6,2,0,1
302,10435,12,6,2,0,1
303,10436,12,6,2,0,1
304,10437,12,6,2,0,1
305,10438,12,6,2,0,1
306,10439,12,6,2,0,1
307,10440,12,6,2,0,1
308,10441,12,6,2,0,1
309,10442,12,6,2,0,1
310,5172,12,6,2,2,1
311,5231,12,6,2,2,1
312,5299,12,6,2,2,1
313,5383,12,6,2,2,1
314,5437,12,6,2,2,1
315,5467,12,6,2,2,1
316,5547,12,6,2,2,1
317,5582,12,6,2,2,1
318,10443,12,6,2,0,1
319,10444,12,6,2,0,1
320,10445,12,6,2,0,1
321,10446,12,6,2,0,1
322,10447,12,6,2,0,1
323,10448,12,6,2,0,1
324,10449,12,6,2,0,1
325,10450,12,6,2,0,1
326,10451,12,6,2,0,1
327,10452,12,6,2,0,1
328,10453,12,6,2,0,1
329,10454,12,6,2,0,1
330,10455,12,6,2,0,1
331,10456,12,6,2,0,1
332,10457,12,6,2,0,1
333,10458,12,6,2,0,1
334,10459,12,6,2,0,1
335,10460,12,6,2,0,1
336,10461,12,6,2,0,1
337,10462,12,6,2,0,1
338,10463,12,6,2,0,1
339,10464,12,6,2,0,1
340,655,12,6,2,2,1
341,662,12,6,2,2,1
342,675,12,6,2,2,1
343,685,12,6,2,2,1
344,686,12,6,2,2,1
345,701,12,6,2,2,1
346,708,12,6,2,2,1
347,711,12,6,2,2,1
348,10465,12,6,2,0,0
349,10466,12,6,2,0,1
350,10467,12,6,2,0,1
351,10468,12,6,2,0,1
352,10469,12,6,2,0,1
353,722,12,6,2,2,1
354,729,12,6,2,2,1
355,735,12,6,2,2,1
356,746,12,6,2,2,1
357,752,12,6,2,2,1
358,764,12,6,2,2,1
359,767,12,6,2,2,1
360,781,12,6,2,2,1
361,10470,12,6,2,0,1
362,10471,12,6,2,0,1
363,10472,12,6,2,0,1
364,10473,12,6,2,0,1
365,10474,12,6,2,0,1
366,10475,12,6,2,0,1
367,10476,12,6,2,0,1
368,10477,12,6,2,0,1
369,5700,12,6,2,2,1
370,5720,12,6,2,2,1
371,5824,12,6,2,2,1
372,5870,12,6,2,2,1
373,5962,12,6,2,2,1
374,5977,12,6,2,2,1
375,6031,12,6,2,2,1
376,6153,12,6,2,2,1
377,10478,12,6,2,0,1
378,10479,12,6,2,0,0
379,10480,12,6,2,0,1
380,10481,12,6,2,0,1
381,10482,12,6,2,0,1
382,10483,12,6,2,0,1
383,10484,12,6,2,0,1
384,10485,12,6,2,0,1
385,10486,12,6,2,0,1
386,10487,12,6,2,0,1
387,10488,12,6,2,0,1
388,10489,12,6,2,0,1
389,787,12,6,2,2,1
390,793,12,6,2,2,1
391,803,12,6,2,2,1
392,811,12,6,2,2,1
393,821,12,6,2,2,1
394,827,12,6,2,2,1
395,835,12,6,2,2,1
396,839,12,6,2,2,1
397,10490,12,6,2,0,1
398,10491,12,6,2,0,0
399,10492,12,6,2,0,0
400,10493,12,6,2,0,0
401,10494,12,6,2,0,1
402,10495,12,6,2,0,1
403,10496,12,6,2,0,1
404,10497,12,6,2,0,1
405,10498,12,6,2,0,1
406,10499,12,6,2,0,1
407,10500,12,6,2,0,0
408,10501,12,6,2,0,1
409,10502,12,6,2,0,1
410,10503,12,6,2,0,1
411,10504,12,6,2,0,1
412,10505,12,6,2,0,1
413,10506,12,6,2,0,0
414,10507,12,6,2,0,1
415,10508,12,6,2,0,0
416,10509,12,6,2,0,1
417,10510,12,6,2,0,1
418,10511,12,6,2,0,1
419,10512,12,6,2,0,1
420,10513,12,6,2,0,1
421,10514,12,6,2,0,1
422,10515,12,6,2,0,1
423,10516,12,6,2,0,1
424,10517,12,6,2,0,1
425,10518,12,6,2,0,1
426,10519,12,6,2,0,1
427,10520,12,6,2,0,0
428,10521,12,6,2,0,0
429,10522,12,6,2,0,1
430,10523,12,6,2,0,0
431,10524,12,6,2,0,1
432,10525,12,6,2,0,1
433,10526,12,6,2,0,1
434,10527,12,6,2,0,1
435,10528,12,6,2,0,1
436,10529,12,6,2,0,1
437,10530,12,6,2,0,1
438,10531,12,6,2,0,1
439,10532,12,6,2,0,1
440,10533,12,6,2,0,1
441,10534,12,6,2,0,1
442,10535,12,6,2,0,1
443,10536,12,6,2,0,1
444,10537,12,6,2,0,1
445,10538,12,6,2,0,1
446,849,12,6,2,2,1
447,860,12,6,2,2,1
448,868,12,6,2,2,1
449,875,12,6,2,2,1
450,880,12,6,2,2,1
451,888,12,6,2,2,1
452,899,12,6,2,2,1
453,904,12,6,2,2,1
454,10539,12,6,2,0,1
455,10540,12,6,2,0,1
456,10541,12,6,2,0,1
457,10542,12,6,2,0,1
458,10543,12,6,2,0,1
459,10544,12,6,2,0,1
460,10545,12,6,2,0,1
461,10546,12,6,2,0,1
462,10547,12,6,2,0,1
463,10548,12,6,2,0,1
464,6180,12,6,2,2,1
465,6244,12,6,2,2,1
466,6313,12,6,2,2,1
467,6373,12,6,2,2,1
468,6434,12,6,2,2,1
469,6535,12,6,2,2,1
470,6565,12,6,2,2,1
471,6607,12,6,2,2,1
472,10549,12,6,2,0,1
473,10550,12,6,2,0,1
474,10551,12,6,2,0,1
475,10552,12,6,2,0,1
476,10553,12,6,2,0,1
477,10554,12,6,2,0,1
478,10555,12,6,2,0,1
479,10556,12,6,2,0,1
480,10557,12,6,2,0,1
481,911,12,6,2,2,1
482,925,12,6,2,2,1
483,926,12,6,2,2,1
484,936,12,6,2,2,1
485,946,12,6,2,2,1
486,956,12,6,2,2,1
487,965,12,6,2,2,1
488,973,12,6,2,2,1
489,10558,12,6,2,0,1
490,10559,12,6,2,0,1
491,10560,12,6,2,0,1
492,10561,12,6,2,0,1
493,10562,12,6,2,0,1
494,10563,12,6,2,0,1
495,10564,12,6,2,0,1
496,10565,12,6,2,0,1
497,10566,12,6,2,0,1
498,10567,12,6,2,0,1
499,10568,12,6,2,0,1
500,10569,12,6,2,0,1
501,10570,12,6,2,0,1
502,10571,12,6,2,0,1
503,10572,12,6,2,0,1
504,10573,12,6,2,0,1
505,10574,12,6,2,0,1
506,10575,12,6,2,0,1
507,10576,12,6,2,0,1
508,10577,12,6,2,0,1
509,10578,12,6,2,0,1
510,10579,12,6,2,0,1
511,10580,12,6,2,0,1
512,10581,12,6,2,0,1
513,6674,12,6,2,2,1
514,6790,12,6,2,2,1
515,6825,12,6,2,2,1
516,6872,12,6,2,2,1
517,6945,12,6,2,2,1
518,7051,12,6,2,2,1
519,7067,12,6,2,2,1
520,7177,12,6,2,2,1
521,10582,12,6,2,0,1
522,10583,12,6,2,0,1
523,10584,12,6,2,0,1
524,10585,12,6,2,0,1
525,10586,12,6,2,0,1
526,10587,12,6,2,0,1
527,10588,12,6,2,0,1
528,10589,12,6,2,0,1
529,10590,12,6,2,0,1
530,10591,12,6,2,0,1
531,10592,12,6,2,0,1
532,10593,12,6,2,0,1
533,10594,12,6,2,0,1
534,10595,12,6,2,0,1
535,10596,12,6,2,0,1
536,10597,12,6,2,0,1
537,10598,12,6,2,0,1
538,10599,12,6,2,0,1
539,10600,12,6,2,0,1
540,10601,12,6,2,0,1
541,10602,12,6,2,0,1
542,10603,12,6,2,0,1
543,10604,12,6,2,0,1
544,10605,12,6,2,0,1
545,10606,12,6,2,0,1
546,10607,12,6,2,0,1
547,10608,12,6,2,0,1
548,10609,12,6,2,0,1
549,10610,12,6,2,0,1
550,10611,12,6,2,0,1
551,10612,12,6,2,0,1
552,10613,12,6,2,0,1
553,10614,12,6,2,0,1
554,10615,12,6,2,0,1
555,10616,12,6,2,0,1
556,10617,12,6,2,0,1
557,10618,12,6,2,0,1
558,1045,12,6,2,2,1
559,1051,12,6,2,2,1
560,1060,12,6,2,2,1
561,1063,12,6,2,2,1
562,1077,12,6,2,2,1
563,1079,12,6,2,2,1
564,1088,12,6,2,2,1
565,1094,12,6,2,2,1
566,10619,12,6,2,0,1
567,1103,12,6,2,2,1
568,1117,12,6,2,2,1
569,1124,12,6,2,2,1
570,1131,12,6,2,2,1
571,1135,12,6,2,2,1
572,1144,12,6,2,2,1
573,1154,12,6,2,2,1
574,1158,12,6,2,2,1
575,10620,12,6,2,0,1
576,10621,12,6,2,0,1
577,10622,12,6,2,0,1
578,10623,12,6,2,0,1
579,10624,12,6,2,0,1
580,10625,12,6,2,0,1
581,10626,12,6,2,0,1
582,10627,12,6,2,0,1
583,10628,12,6,2,0,1
584,10629,12,6,2,0,1
585,10630,12,6,2,0,1
586,10631,12,6,2,0,1
587,10632,12,6,2,0,1
588,10633,12,6,2,0,1
589,10634,12,6,2,0,1
590,10635,12,6,2,0,1
591,10636,12,6,2,0,1
592,10637,12,6,2,0,1
593,10638,12,6,2,0,1
594,10639,12,6,2,0,1
595,10640,12,6,2,0,1
596,1236,12,6,2,2,1
597,1243,12,6,2,2,1
598,1249,12,6,2,2,1
599,1261,12,6,2,2,1
600,1269,12,6,2,2,1
601,1274,12,6,2,2,1
602,1283,12,6,2,2,1
603,1288,12,6,2,2,1
604,10641,12,6,2,0,1
605,10642,12,6,2,0,1
606,981,12,6,2,2,1
607,988,12,6,2,2,1
608,991,12,6,2,2,1
609,1001,12,6,2,2,1
610,1011,12,6,2,2,1
611,1015,12,6,2,2,1
612,1026,12,6,2,2,1
613,1036,12,6,2,2,1
614,10643,12,6,2,0,1
615,10644,12,6,2,0,1
616,10645,12,6,2,0,1
617,1173,12,6,2,2,1
618,1179,12,6,2,2,1
619,1189,12,6,2,2,1
620,1193,12,6,2,2,1
621,1203,12,6,2,2,1
622,1209,12,6,2,2,1
623,1215,12,6,2,2,1
624,1224,12,6,2,2,1
625,10646,12,6,2,0,1
626,10647,12,6,2,0,1
627,10648,12,6,2,0,1
628,10649,12,6,2,0,1
629,10650,12,6,2,0,1
630,10651,12,6,2,0,1
631,10652,12,6,2,0,1
632,10653,12,6,2,0,1
633,10654,12,6,2,0,1
634,10655,12,6,2,0,1
635,7747,12,6,2,2,1
636,7808,12,6,2,2,1
637,7823,12,6,2,2,1
638,7895,12,6,2,2,1
639,7957,12,6,2,2,1
640,8044,12,6,2,2,1
641,8126,12,6,2,2,1
642,8181,12,6,2,2,1
643,10656,12,6,2,0,1
644,10657,12,6,2,0,1
645,10658,12,6,2,0,1
646,10659,12,6,2,0,1
647,10660,12,6,2,0,1
648,10661,12,6,2,0,1
649,10662,12,6,2,0,1
650,10663,12,6,2,0,1
651,7200,12,6,2,2,1
652,7262,12,6,2,2,1
653,7352,12,6,2,2,1
654,7377,12,6,2,2,1
655,7452,12,6,2,2,1
656,7564,12,6,2,2,1
657,7595,12,6,2,2,1
658,7675,12,6,2,2,1
659,10664,12,6,2,0,1
660,10665,12,6,2,0,1
661,10666,12,6,2,0,1
662,10667,12,6,2,0,1
663,10668,12,6,2,0,1
664,10669,12,6,2,0,1
665,10670,12,6,2,0,1
666,10671,12,6,2,0,1
667,10672,12,6,2,0,1
668,10673,12,6,2,0,1
669,1300,12,6,2,2,1
670,1305,12,6,2,2,1
671,1311,12,6,2,2,1
672,1318,12,6,2,2,1
673,1328,12,6,2,2,1
674,1340,12,6,2,2,1
675,1343,12,6,2,2,1
676,1351,12,6,2,2,1
677,10674,12,6,2,0,1
678,1359,12,6,2,2,1
679,1367,12,6,2,2,1
680,1379,12,6,2,2,1
681,1384,12,6,2,2,1
682,1397,12,6,2,2,1
683,1402,12,6,2,2,1
684,1410,12,6,2,2,1
685,1417,12,6,2,2,1
686,10675,12,6,2,0,1
687,10676,12,6,2,0,1
688,10677,12,6,2,0,1
689,10678,12,6,2,0,1
690,10679,12,6,2,0,1
691,10680,12,6,2,0,1
692,8247,12,6,2,2,1
693,8288,12,6,2,2,1
694,8363,12,6,2,2,1
695,8450,12,6,2,2,1
696,8508,12,6,2,2,1
697,8577,12,6,2,2,1
698,8602,12,6,2,2,1
699,8669,12,6,2,2,1
700,10681,12,6,2,0,1
701,10682,12,6,2,0,1
702,10683,12,6,2,0,1
703,10684,12,6,2,0,1
704,1423,12,6,2,2,1
705,1435,12,6,2,2,1
706,1438,12,6,2,2,1
707,1451,12,6,2,2,1
708,1456,12,6,2,2,1
709,1467,12,6,2,2,1
710,1475,12,6,2,2,1
711,1478,12,6,2,2,1
712,10685,12,6,2,0,1
713,10686,12,6,2,0,1
714,10687,12,6,2,0,1
715,10688,12,6,2,0,1
716,10689,12,6,2,0,1
717,1489,12,6,2,2,1
718,1494,12,6,2,2,1
719,1509,12,6,2,2,1
720,1516,12,6,2,2,1
721,1524,12,6,2,2,1
722,1529,12,6,2,2,1
723,1538,12,6,2,2,1
724,1547,12,6,2,2,1
725,10690,12,6,2,0,1
726,10691,12,6,2,0,1
727,10692,12,6,2,0,1
728,10693,12,6,2,0,1
729,8743,12,6,2,2,1
730,8802,12,6,2,2,1
731,8881,12,6,2,2,1
732,8964,12,6,2,2,1
733,9020,12,6,2,2,1
734,9053,12,6,2,2,1
735,9161,12,6,2,2,1
736,9179,12,6,2,2,1
737,10694,12,6,2,0,1
738,10695,12,6,2,0,1
739,10696,12,6,2,0,1
740,10697,12,6,2,0,1
741,10698,12,6,2,0,1
742,10699,12,6,2,0,1
743,10700,12,6,2,0,1
744,10701,12,6,2,0,1
745,10702,12,6,2,0,1
746,10703,12,6,2,0,1
747,10704,12,6,2,0,1
748,10705,12,6,2,0,1
749,10706,12,6,2,0,1
750,10707,12,6,2,0,1
751,10708,12,6,2,0,1
752,10709,12,6,2,0,1
753,10710,12,6,2,0,1
754,10711,12,6,2,0,1
755,10712,12,6,2,0,1
756,10713,12,6,2,0,1
757,10714,12,6,2,0,1
758,10715,12,6,2,0,1
759,10716,12,6,2,0,1
760,10717,12,6,2,0,1
761,1557,12,6,2,2,1
762,1565,12,6,2,2,1
763,1568,12,6,2,2,1
764,1577,12,6,2,2,1
765,1584,12,6,2,2,1
766,1591,12,6,2,2,1
767,1603,12,6,2,2,1
768,1613,12,6,2,2,1
769,10718,12,6,2,0,1
770,10719,12,6,2,0,1
771,10720,12,6,2,0,1
772,10721,12,6,2,0,1
773,10722,12,6,2,0,1
774,10723,12,6,2,0,1
775,10724,12,6,2,0,1
776,10725,12,6,2,0,1
777,10726,12,6,2,0,1
778,10727,12,6,2,0,1
779,1620,12,6,2,2,1
780,1629,12,6,2,2,1
781,1637,12,6,2,2,1
782,1642,12,6,2,2,1
783,1653,12,6,2,2,1
784,1656,12,6,2,2,1
785,1666,12,6,2,2,1
786,1677,12,6,2,2,1
787,10728,12,6,2,0,1
788,10729,12,6,2,0,1
789,10730,12,6,2,0,1
790,10731,12,6,2,0,1
791,9276,12,6,2,2,1
792,9344,12,6,2,2,1
793,9373,12,6,2,2,1
794,9430,12,6,2,2,1
795,9543,12,6,2,2,1
796,9575,12,6,2,2,1
797,9644,12,6,2,2,1
798,9699,12,6,2,2,1
799,10732,12,6,2,0,1
800,10733,12,6,2,0,1
801,10734,12,6,2,0,1
802,10735,12,6,2,0,1
803,10736,12,6,2,0,1
804,10737,12,6,2,0,1
805,10738,12,6,2,0,1
806,10739,12,6,2,0,1
807,2318,12,6,2,2,1
808,2330,12,6,2,2,1
809,2337,12,6,2,2,1
810,2344,12,6,2,2,1
811,2353,12,6,2,2,1
812,2358,12,6,2,2,1
813,2370,12,6,2,2,1
814,2380,12,6,2,2,1
815,10740,12,6,2,0,1
816,10741,12,6,2,0,1
817,10742,12,6,2,0,1
818,2384,12,6,2,2,1
819,2394,12,6,2,2,1
820,2404,12,6,2,2,1
821,2407,12,6,2,2,1
822,2420,12,6,2,2,1
823,2425,12,6,2,2,1
824,2436,12,6,2,2,1
825,2440,12,6,0,2,1
826,10743,12,6,0,0,1
827,10744,12,6,0,0,1
828,10745,12,6,2,0,1
829,10746,12,6,2,0,1
830,10747,12,6,2,0,1
831,10748,12,6,2,0,1
832,10749,12,6,0,0,1
833,10750,12,6,0,0,1
834,10751,12,6,0,0,1
835,10752,12,6,0,0,1
836,10753,12,6,2,0,1
837,10754,12,6,2,0,1
838,10755,12,6,2,0,1
839,10756,12,6,2,0,1
840,10757,12,6,2,0,1
841,10758,12,6,0,0,1
842,10759,12,6,0,0,1
843,10760,12,6,0,0,1
844,10761,12,6,0,0,1
845,10762,12,6,0,0,1
846,10763,12,6,2,0,1
847,10764,12,6,0,0,1
848,10765,12,6,0,0,1
849,10766,12,6,0,0,1
850,10767,12,6,0,0,1
851,10768,12,6,0,0,1
852,10769,12,6,0,0,1
853,10770,12,6,0,0,1
854,9801,12,6,0,2,1
855,9842,12,6,0,2,1
856,9923,12,6,0,2,1
857,9983,12,6,0,2,1
858,10046,12,6,2,2,1
859,10116,12,6,2,2,1
860,10161,12,6,2,2,1
861,10232,12,6,2,2,1
862,10771,12,6,2,0,1
863,10772,12,6,2,0,1
864,10773,12,6,2,0,1
865,10774,12,6,2,0,1
866,10775,12,6,2,0,1
867,10776,12,6,2,0,1
868,10777,12,6,2,1,1
869,10778,12,6,2,2,1
870,10779,12,6,2,2,1
871,10780,12,6,2,2,1
872,10781,12,6,2,2,1
873,10782,12,6,2,2,1
874,10783,12,6,2,2,1
875,10784,12,6,2,2,1
876,10785,12,6,2,2,1
877,10786,12,6,2,2,1
878,2446,12,6,2,2,1
879,2455,12,6,2,2,1
880,2469,12,6,2,2,1
881,2470,12,6,2,2,1
882,2485,12,6,2,2,1
883,2490,12,6,2,2,1
884,2494,12,6,2,2,1
885,2502,12,6,2,2,1
886,10787,12,6,2,2,1
887,10788,12,6,2,2,1
888,10789,12,6,2,2,1
889,2517,12,6,2,2,1
890,2522,12,6,2,2,1
891,2528,12,6,2,2,1
892,2537,12,6,2,2,1
893,2545,12,6,2,2,1
894,2550,12,6,2,2,1
895,2560,12,6,2,2,1
896,2572,12,6,2,2,1
897,10790,12,6,2,2,1
898,10791,12,6,2,2,0
899,10792,12,6,2,2,0
900,10793,12,6,2,2,0
901,10794,12,6,2,2,1
902,10795,12,6,2,2,1
903,10796,12,6,2,2,1
904,10797,12,6,2,2,1
905,10798,12,6,2,2,0
906,10799,12,6,2,2,1
907,10800,12,6,0,2,0
908,10801,12,6,0,2,0
909,10802,12,6,0,2,0
910,10803,12,6,0,2,0
911,10804,12,6,0,2,0
912,10805,12,6,0,2,0
913,10806,12,6,0,2,0
914,10807,8,6,0,2,0
915,10808,8,5,0,2,0
916,10809,8,1,0,2,0
917,10810,0,0,0,2,0
